"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"1848","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------1000--0----------01-------------------","8","382","26","1400110020","1400110020","e1e0l1l0","------1000--0-","--","-------01-----","--------------","1","4","0","0","1","1","0","0","2","0"
"1849","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------1000-------------01--0----------------","8","371","23","1300120020","1300120020","e1e0l1l0","------1000----","--","-------01--0--","--------------","1","3","0","0","1","2","0","0","2","0"
"1850","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","10","------100-0-0--------0--1-------------------","8","382","26","1400110020","1400110020","e1e0l1l0","------100-0-0-","--","-----0--1-----","--------------","1","4","0","0","1","1","0","0","2","0"
"1851","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100-0----------0--1--0----------------","8","371","23","1300120020","1300120020","e1e0l1l0","------100-0---","--","-----0--1--0--","--------------","1","3","0","0","1","2","0","0","2","0"
"1852","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------100---0--------0-01-------------------","8","371","23","1300120020","1300120020","e1e0l1l0","------100---0-","--","-----0-01-----","--------------","1","3","0","0","1","2","0","0","2","0"
"1853","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100------------0-01--0----------------","8","355","7","1200130020","1200130020","e1e0l1l0","------100-----","--","-----0-01--0--","--------------","1","2","0","0","1","3","0","0","2","0"
"1854","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","10","------100000--------------1-----------------","8","389","10","1500100020","1500100020","e1e0l1","------100000--","--","----------1---","--------------","1","5","0","0","1","0","0","0","2","0"
"1855","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------10000--------------01-----------------","8","382","26","1400110020","1400110020","e1e0l1l0","------10000---","--","---------01---","--------------","1","4","0","0","1","1","0","0","2","0"
"1856","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------1000-0-----------0--1-----------------","8","382","26","1400110020","1400110020","e1e0l1l0","------1000-0--","--","-------0--1---","--------------","1","4","0","0","1","1","0","0","2","0"
"1857","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------1000-------------0-01-----------------","8","371","23","1300120020","1300120020","e1e0l1l0","------1000----","--","-------0-01---","--------------","1","3","0","0","1","2","0","0","2","0"
"1858","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","10","------100-00---------0----1-----------------","8","382","26","1400110020","1400110020","e1e0l1l0","------100-00--","--","-----0----1---","--------------","1","4","0","0","1","1","0","0","2","0"
"1859","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------100-0----------0---01-----------------","8","371","23","1300120020","1300120020","e1e0l1l0","------100-0---","--","-----0---01---","--------------","1","3","0","0","1","2","0","0","2","0"
"1860","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------100--0---------0-0--1-----------------","8","371","23","1300120020","1300120020","e1e0l1l0","------100--0--","--","-----0-0--1---","--------------","1","3","0","0","1","2","0","0","2","0"
"1861","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------100------------0-0-01-----------------","8","355","7","1200130020","1200130020","e1e0l1l0","------100-----","--","-----0-0-01---","--------------","1","2","0","0","1","3","0","0","2","0"
"1862","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","10","------1000000-------------------------------","8","392","7","1600000020","1600000020","e1e0","------1000000-","--","--------------","--------------","1","6","0","0","0","0","0","0","2","0"
"1863","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100000---------------0----------------","8","388","16","1500010020","1500010020","e1e0l0","------100000--","--","-----------0--","--------------","1","5","0","0","0","1","0","0","2","0"
"1864","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------10000-0------------0------------------","8","388","16","1500010020","1500010020","e1e0l0","------10000-0-","--","---------0----","--------------","1","5","0","0","0","1","0","0","2","0"
"1865","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------10000--------------0-0----------------","8","381","16","1400020020","1400020020","e1e0l0","------10000---","--","---------0-0--","--------------","1","4","0","0","0","2","0","0","2","0"
"1866","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------1000-00----------0--------------------","8","388","16","1500010020","1500010020","e1e0l0","------1000-00-","--","-------0------","--------------","1","5","0","0","0","1","0","0","2","0"
"1867","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------1000-0-----------0---0----------------","8","381","16","1400020020","1400020020","e1e0l0","------1000-0--","--","-------0---0--","--------------","1","4","0","0","0","2","0","0","2","0"
"1868","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch5(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------1000--0----------0-0------------------","8","381","16","1400020020","1400020020","e1e0l0","------1000--0-","--","-------0-0----","--------------","1","4","0","0","0","2","0","0","2","0"
"1869","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------1000-------------0-0-0----------------","8","370","9","1300030020","1300030020","e1e0l0","------1000----","--","-------0-0-0--","--------------","1","3","0","0","0","3","0","0","2","0"
"1870","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","10","------100-000--------0----------------------","8","388","16","1500010020","1500010020","e1e0l0","------100-000-","--","-----0--------","--------------","1","5","0","0","0","1","0","0","2","0"
"1871","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100-00---------0-----0----------------","8","381","16","1400020020","1400020020","e1e0l0","------100-00--","--","-----0-----0--","--------------","1","4","0","0","0","2","0","0","2","0"
"1872","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------100-0-0--------0---0------------------","8","381","16","1400020020","1400020020","e1e0l0","------100-0-0-","--","-----0---0----","--------------","1","4","0","0","0","2","0","0","2","0"
"1873","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100-0----------0---0-0----------------","8","370","9","1300030020","1300030020","e1e0l0","------100-0---","--","-----0---0-0--","--------------","1","3","0","0","0","3","0","0","2","0"
"1874","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------100--00--------0-0--------------------","8","381","16","1400020020","1400020020","e1e0l0","------100--00-","--","-----0-0------","--------------","1","4","0","0","0","2","0","0","2","0"
"1875","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100--0---------0-0---0----------------","8","370","9","1300030020","1300030020","e1e0l0","------100--0--","--","-----0-0---0--","--------------","1","3","0","0","0","3","0","0","2","0"
"1876","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------100---0--------0-0-0------------------","8","370","9","1300030020","1300030020","e1e0l0","------100---0-","--","-----0-0-0----","--------------","1","3","0","0","0","3","0","0","2","0"
"1877","7","forall NODE1,NODE0. ~ep_epoch6(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","------100------------0-0-0-0----------------","8","354","2","1200040020","1200040020","e1e0l0","------100-----","--","-----0-0-0-0--","--------------","1","2","0","0","0","4","0","0","2","0"
"1878","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch4(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","10","-------00-----1-----1-1-1-1-----------------","8","311","1","0210400020","0210400020","e0h1l1","-------00-----","1-","----1-1-1-1---","--------------","0","2","1","0","4","0","0","0","2","0"
"1879","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","10","-------00---0-1-----1-1-1-------------------","8","326","5","0310300020","0310300020","e0h1l1","-------00---0-","1-","----1-1-1-----","--------------","0","3","1","0","3","0","0","0","2","0"
"1880","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch6(NODE0) | NODE0 = NODE1","10","------000-----1-----1-1-1-------------------","8","326","5","0310300020","0310300020","e0h1l1","------000-----","1-","----1-1-1-----","--------------","0","3","1","0","3","0","0","0","2","0"
"1881","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","-------00-----1-----1-1-1--0----------------","8","310","5","0210310020","0210310020","e0h1l1l0","-------00-----","1-","----1-1-1--0--","--------------","0","2","1","0","3","1","0","0","2","0"
"1882","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-------00-----1-----1-1-1---0---------------","8","310","5","0210310020","0210310020","e0h1l1l0","-------00-----","1-","----1-1-1---0-","--------------","0","2","1","0","3","1","0","0","2","0"
"1883","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","10","-------00--0--1-----1-1---1-----------------","8","326","5","0310300020","0310300020","e0h1l1","-------00--0--","1-","----1-1---1---","--------------","0","3","1","0","3","0","0","0","2","0"
"1884","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","-------00-----1-----1-1--01-----------------","8","310","5","0210310020","0210310020","e0h1l1l0","-------00-----","1-","----1-1--01---","--------------","0","2","1","0","3","1","0","0","2","0"
"1885","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","10","-------00--00-1-----1-1---------------------","8","335","10","0410200020","0410200020","e0h1l1","-------00--00-","1-","----1-1-------","--------------","0","4","1","0","2","0","0","0","2","0"
"1886","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | ep_epoch6(NODE0) | NODE0 = NODE1","10","------000--0--1-----1-1---------------------","8","335","10","0410200020","0410200020","e0h1l1","------000--0--","1-","----1-1-------","--------------","0","4","1","0","2","0","0","0","2","0"
"1887","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","-------00--0--1-----1-1----0----------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00--0--","1-","----1-1----0--","--------------","0","3","1","0","2","1","0","0","2","0"
"1888","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-------00--0--1-----1-1-----0---------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00--0--","1-","----1-1-----0-","--------------","0","3","1","0","2","1","0","0","2","0"
"1889","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE0) | ep_epoch6(NODE0) | NODE0 = NODE1","10","-----0000-----1-----1-1---------------------","8","335","10","0410200020","0410200020","e0h1l1","-----0000-----","1-","----1-1-------","--------------","0","4","1","0","2","0","0","0","2","0"
"1890","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE0) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-----0-00-----1-----1-1-----0---------------","8","325","21","0310210020","0310210020","e0h1l1l0","-----0-00-----","1-","----1-1-----0-","--------------","0","3","1","0","2","1","0","0","2","0"
"1891","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","-------00---0-1-----1-1--0------------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00---0-","1-","----1-1--0----","--------------","0","3","1","0","2","1","0","0","2","0"
"1892","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE1) | locked_epoch5(NODE0) | NODE0 = NODE1","10","-------00---0-1-----1-1---0-----------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00---0-","1-","----1-1---0---","--------------","0","3","1","0","2","1","0","0","2","0"
"1893","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch6(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","10","------000-----1-----1-1--0------------------","8","325","21","0310210020","0310210020","e0h1l1l0","------000-----","1-","----1-1--0----","--------------","0","3","1","0","2","1","0","0","2","0"
"1894","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch6(NODE0) | locked_epoch5(NODE0) | NODE0 = NODE1","10","------000-----1-----1-1---0-----------------","8","325","21","0310210020","0310210020","e0h1l1l0","------000-----","1-","----1-1---0---","--------------","0","3","1","0","2","1","0","0","2","0"
"1895","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","-------00-----1-----1-1--0-0----------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1-1--0-0--","--------------","0","2","1","0","2","2","0","0","2","0"
"1896","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE1) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-------00-----1-----1-1--0--0---------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1-1--0--0-","--------------","0","2","1","0","2","2","0","0","2","0"
"1897","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch5(NODE0) | locked_epoch5(NODE1) | NODE0 = NODE1","10","-------00-----1-----1-1---00----------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1-1---00--","--------------","0","2","1","0","2","2","0","0","2","0"
"1898","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch5(NODE0) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-------00-----1-----1-1---0-0---------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1-1---0-0-","--------------","0","2","1","0","2","2","0","0","2","0"
"1899","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","10","-------00-0---1-----1---1-1-----------------","8","326","5","0310300020","0310300020","e0h1l1","-------00-0---","1-","----1---1-1---","--------------","0","3","1","0","3","0","0","0","2","0"
"1900","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","-------00-----1-----1--01-1-----------------","8","310","5","0210310020","0210310020","e0h1l1l0","-------00-----","1-","----1--01-1---","--------------","0","2","1","0","3","1","0","0","2","0"
"1901","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","10","-------00-0-0-1-----1---1-------------------","8","335","10","0410200020","0410200020","e0h1l1","-------00-0-0-","1-","----1---1-----","--------------","0","4","1","0","2","0","0","0","2","0"
"1902","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch6(NODE0) | NODE0 = NODE1","10","------000-0---1-----1---1-------------------","8","335","10","0410200020","0410200020","e0h1l1","------000-0---","1-","----1---1-----","--------------","0","4","1","0","2","0","0","0","2","0"
"1903","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","-------00-0---1-----1---1--0----------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00-0---","1-","----1---1--0--","--------------","0","3","1","0","2","1","0","0","2","0"
"1904","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-------00-0---1-----1---1---0---------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00-0---","1-","----1---1---0-","--------------","0","3","1","0","2","1","0","0","2","0"
"1905","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch5(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","-------00---0-1-----1--01-------------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00---0-","1-","----1--01-----","--------------","0","3","1","0","2","1","0","0","2","0"
"1906","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch6(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","10","------000-----1-----1--01-------------------","8","325","21","0310210020","0310210020","e0h1l1l0","------000-----","1-","----1--01-----","--------------","0","3","1","0","2","1","0","0","2","0"
"1907","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","10","-------00-----1-----1--01--0----------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1--01--0--","--------------","0","2","1","0","2","2","0","0","2","0"
"1908","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | locked_epoch6(NODE0) | NODE0 = NODE1","10","-------00-----1-----1--01---0---------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1--01---0-","--------------","0","2","1","0","2","2","0","0","2","0"
"1909","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","10","-------00-00--1-----1-----1-----------------","8","335","10","0410200020","0410200020","e0h1l1","-------00-00--","1-","----1-----1---","--------------","0","4","1","0","2","0","0","0","2","0"
"1910","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","-------00-0---1-----1----01-----------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00-0---","1-","----1----01---","--------------","0","3","1","0","2","1","0","0","2","0"
"1911","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","10","-------00--0--1-----1--0--1-----------------","8","325","21","0310210020","0310210020","e0h1l1l0","-------00--0--","1-","----1--0--1---","--------------","0","3","1","0","2","1","0","0","2","0"
"1912","7","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch5(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","10","-------00-----1-----1--0-01-----------------","8","309","11","0210220020","0210220020","e0h1l1l0","-------00-----","1-","----1--0-01---","--------------","0","2","1","0","2","2","0","0","2","0"
