"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"187","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","6","--00------------1-------------1-","4","51","1","0200101020","0200101020","e0l1t1","--00------","--","----1-----","--------1-","0","2","0","0","1","0","1","0","2","0"
"188","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","6","--0-------------1-0-----------1-","4","44","1","0100111020","0100111020","e0l1l0t1","--0-------","--","----1-0---","--------1-","0","1","0","0","1","1","1","0","2","0"
"189","4","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | ep_epoch4(NODE0)","5","--000-----------1---------------","4","33","1","0300100010","0300100010","e0l1","--000-----","--","----1-----","----------","0","3","0","0","1","0","0","0","1","0"
"190","4","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | held(NODE0)","5","--00------0-----1---------------","4","30","1","0201100010","0201100010","e0h0l1","--00------","0-","----1-----","----------","0","2","0","1","1","0","0","0","1","0"
"191","4","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | locked_epoch4(NODE0)","5","--00------------1---0-----------","4","29","2","0200110010","0200110010","e0l1l0","--00------","--","----1---0-","----------","0","2","0","0","1","1","0","0","1","0"
"192","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","7","--0-----0-------1-0-------------","5","82","4","0200110020","0200110020","e0l1l0","--0-----0-","--","----1-0---","----------","0","2","0","0","1","1","0","0","2","0"
"193","4","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | ep_epoch4(NODE0) | locked_epoch3(NODE0)","5","--0-0-----------1-0-------------","4","29","2","0200110010","0200110010","e0l1l0","--0-0-----","--","----1-0---","----------","0","2","0","0","1","1","0","0","1","0"
"194","4","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE0)","5","--0-------0-----1-0-------------","4","28","1","0101110010","0101110010","e0h0l1l0","--0-------","0-","----1-0---","----------","0","1","0","1","1","1","0","0","1","0"
"195","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--0-------------1-00------------","5","72","3","0100120020","0100120020","e0l1l0","--0-------","--","----1-00--","----------","0","1","0","0","1","2","0","0","2","0"
"196","4","forall NODE0. ~locked_epoch2(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | locked_epoch4(NODE0)","5","--0-------------1-0-0-----------","4","27","1","0100120010","0100120010","e0l1l0","--0-------","--","----1-0-0-","----------","0","1","0","0","1","2","0","0","1","0"
"197","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-------0--------0-1-1-----------","5","73","3","0100210020","0100210020","e0l1l0","-------0--","--","----0-1-1-","----------","0","1","0","0","2","1","0","0","2","0"
"198","4","forall NODE1,NODE2,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE0) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","11","-------0--------0-1-----------1-","8","184","1","0100111030","0100111030","e0l1l0t1","-------0--","--","----0-1---","--------1-","0","1","0","0","1","1","1","0","3","0"
"199","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | NODE0 = NODE1","7","---0---0--------0-1-------------","5","82","4","0200110020","0200110020","e0l1l0","---0---0--","--","----0-1---","----------","0","2","0","0","1","1","0","0","2","0"
"200","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-------0-0------0-1-------------","5","82","4","0200110020","0200110020","e0l1l0","-------0-0","--","----0-1---","----------","0","2","0","0","1","1","0","0","2","0"
"201","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-------0---0----0-1-------------","5","75","1","0101110020","0101110020","e0h0l1l0","-------0--","-0","----0-1---","----------","0","1","0","1","1","1","0","0","2","0"
"202","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","7","-------0--------0-1--0----------","5","72","3","0100120020","0100120020","e0l1l0","-------0--","--","----0-1--0","----------","0","1","0","0","1","2","0","0","2","0"
"203","4","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-------00-------0---1-----------","5","82","4","0200110020","0200110020","e0l1l0","-------00-","--","----0---1-","----------","0","2","0","0","1","1","0","0","2","0"
"204","4","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-------0--------0--01-----------","5","72","3","0100120020","0100120020","e0l1l0","-------0--","--","----0--01-","----------","0","1","0","0","1","2","0","0","2","0"
"205","4","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1)","6","000-------------------------1---","4","54","1","0300001020","0300001020","e0t1","000-------","--","----------","------1---","0","3","0","0","0","0","1","0","2","0"
"206","4","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1)","6","00--------------0-----------1---","4","49","1","0200011020","0200011020","e0l0t1","00--------","--","----0-----","------1---","0","2","0","0","0","1","1","0","2","0"
"207","4","forall NODE1,NODE2,NODE0. ~transfer_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","11","--00-------------0------------1-","8","188","1","0200011030","0200011030","e0l0t1","--00------","--","-----0----","--------1-","0","2","0","0","0","1","1","0","3","0"
"208","4","forall NODE1,NODE2,NODE0. ~transfer_epoch4(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | locked_epoch3(NODE1) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","11","--0--------------00-----------1-","8","183","1","0100021030","0100021030","e0l0t1","--0-------","--","-----00---","--------1-","0","1","0","0","0","2","1","0","3","0"
"209","2","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0----0----------00--------------","2","8","2","e0l0","0200020001","e0l0","0----0----","--","----00----","----------","0","2","0","0","0","2","0","0","0","1"
"210","4","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","00--------------00--------------","5","80","1","0200020020","0200020020","e0l0","00--------","--","----00----","----------","0","2","0","0","0","2","0","0","2","0"
"211","2","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0----0---------00--------------","2","8","2","e0l0","0200020001","e0l0","-0----0---","--","----00----","----------","0","2","0","0","0","2","0","0","0","1"
"212","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1-----1----0--------------00----","6","135","6","2001000220","2001000220","e1h0t0","1-----1---","-0","----------","----00----","2","0","0","1","0","0","0","2","2","0"
"213","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1------1---0----------------00--","6","135","6","2001000220","2001000220","e1h0t0","1------1--","-0","----------","------00--","2","0","0","1","0","0","0","2","2","0"
"214","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","1-------1--0------------------00","6","135","6","2001000220","2001000220","e1h0t0","1-------1-","-0","----------","--------00","2","0","0","1","0","0","0","2","2","0"
"215","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","1----------0-------1----------00","6","120","3","1001100220","1001100220","e1h0l1t0","1---------","-0","-------1--","--------00","1","0","0","1","1","0","0","2","2","0"
"216","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","1-----0000----------------------","6","134","5","1400000020","1400000020","e1e0","1-----0000","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"217","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | NODE0 = NODE1","8","1-----000--0--------------------","6","132","4","1301000020","1301000020","e1e0h0","1-----000-","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"218","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","1-----000------------0----------","6","130","7","1300010020","1300010020","e1e0l0","1-----000-","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"219","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1----------0-----0--------00----","6","119","4","1001010220","1001010220","e1h0l0t0","1---------","-0","-----0----","----00----","1","0","0","1","0","1","0","2","2","0"
"220","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1-----1---0----------------00--","6","135","6","2001000220","2001000220","e1h0t0","-1-----1--","-0","----------","------00--","2","0","0","1","0","0","0","2","2","0"
"221","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","-1------1--0------------------00","6","135","6","2001000220","2001000220","e1h0t0","-1------1-","-0","----------","--------00","2","0","0","1","0","0","0","2","2","0"
"222","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","-1-----000-1--------------------","6","133","2","1310000020","1310000020","e1e0h1","-1-----000","-1","----------","----------","1","3","1","0","0","0","0","0","2","0"
"223","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","-1-----00--1---------0----------","6","128","2","1210010020","1210010020","e1e0h1l0","-1-----00-","-1","---------0","----------","1","2","1","0","0","1","0","0","2","0"
"224","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","-1---------0-------1----------00","6","120","3","1001100220","1001100220","e1h0l1t0","-1--------","-0","-------1--","--------00","1","0","0","1","1","0","0","2","2","0"
"225","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","-1---0-000----------------------","6","134","5","1400000020","1400000020","e1e0","-1---0-000","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"226","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | NODE0 = NODE1","8","-1---0-00--0--------------------","6","132","4","1301000020","1301000020","e1e0h0","-1---0-00-","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"227","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","-1---0-00------------0----------","6","130","7","1300010020","1300010020","e1e0l0","-1---0-00-","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"228","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1--------0------0--------00----","6","119","4","1001010220","1001010220","e1h0l0t0","-1--------","0-","-----0----","----00----","1","0","0","1","0","1","0","2","2","0"
"229","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","--1-----1--0------------------00","6","135","6","2001000220","2001000220","e1h0t0","--1-----1-","-0","----------","--------00","2","0","0","1","0","0","0","2","2","0"
"230","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","--1--------0-------1----------00","6","120","3","1001100220","1001100220","e1h0l1t0","--1-------","-0","-------1--","--------00","1","0","0","1","1","0","0","2","2","0"
"231","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","--1--00-00----------------------","6","134","5","1400000020","1400000020","e1e0","--1--00-00","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"232","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE1) | NODE0 = NODE1","8","--1--00-0--0--------------------","6","132","4","1301000020","1301000020","e1e0h0","--1--00-0-","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"233","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--1--00-0------------0----------","6","130","7","1300010020","1300010020","e1e0l0","--1--00-0-","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"234","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-------0--------0--------00--","6","119","4","1001010220","1001010220","e1h0l0t0","--1-------","0-","-------0--","------00--","1","0","0","1","0","1","0","2","2","0"
"235","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","8","---1-00---1-----1---------------","6","129","1","1210100020","1210100020","e1e0h1l1","---1-00---","1-","----1-----","----------","1","2","1","0","1","0","0","0","2","0"
"236","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","8","---1-000--1---------------------","6","133","2","1310000020","1310000020","e1e0h1","---1-000--","1-","----------","----------","1","3","1","0","0","0","0","0","2","0"
"237","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","---1-00---1------0--------------","6","128","2","1210010020","1210010020","e1e0h1l0","---1-00---","1-","-----0----","----------","1","2","1","0","0","1","0","0","2","0"
"238","5","forall NODE1,NODE2,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---1-00---------1-------------1-","9","220","1","1200101030","1200101030","e1e0l1t1","---1-00---","--","----1-----","--------1-","1","2","0","0","1","0","1","0","3","0"
"239","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","---1-00--0------1---------------","6","131","3","1300100020","1300100020","e1e0l1","---1-00--0","--","----1-----","----------","1","3","0","0","1","0","0","0","2","0"
"240","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","8","---1-00----0----1---------------","6","127","1","1201100020","1201100020","e1e0h0l1","---1-00---","-0","----1-----","----------","1","2","0","1","1","0","0","0","2","0"
"241","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","---1-00---------1----0----------","6","124","3","1200110020","1200110020","e1e0l1l0","---1-00---","--","----1----0","----------","1","2","0","0","1","1","0","0","2","0"
"242","5","forall NODE1,NODE2,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---1-000----------------------1-","9","221","1","1300001030","1300001030","e1e0t1","---1-000--","--","----------","--------1-","1","3","0","0","0","0","1","0","3","0"
"243","5","forall NODE1,NODE2,NODE0. ~ep_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---1-00----------0------------1-","9","219","1","1200011030","1200011030","e1e0l0t1","---1-00---","--","-----0----","--------1-","1","2","0","0","0","1","1","0","3","0"
"244","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","---1-000-0----------------------","6","134","5","1400000020","1400000020","e1e0","---1-000-0","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"245","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","8","---1-000---0--------------------","6","132","4","1301000020","1301000020","e1e0h0","---1-000--","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"246","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","---1-000-------------0----------","6","130","7","1300010020","1300010020","e1e0l0","---1-000--","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"247","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","---1-00--0-------0--------------","6","130","7","1300010020","1300010020","e1e0l0","---1-00--0","--","-----0----","----------","1","3","0","0","0","1","0","0","2","0"
"248","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","---1-00----0-----0--------------","6","126","1","1201010020","1201010020","e1e0h0l0","---1-00---","-0","-----0----","----------","1","2","0","1","0","1","0","0","2","0"
"249","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","---1-00----------0---0----------","6","123","2","1200020020","1200020020","e1e0l0","---1-00---","--","-----0---0","----------","1","2","0","0","0","2","0","0","2","0"
"250","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch4(NODE1) | held(NODE0) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","---1-----00-------------------00","6","122","1","1101000220","1101000220","e1e0h0t0","---1-----0","0-","----------","--------00","1","1","0","1","0","0","0","2","2","0"
"251","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","---1------00------------------00","6","121","1","1002000220","1002000220","e1h0t0","---1------","00","----------","--------00","1","0","0","2","0","0","0","2","2","0"
"252","5","forall NODE1,NODE0. ~ep_epoch3(NODE0) | held(NODE0) | locked_epoch4(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","---1------0----------0--------00","6","119","4","1001010220","1001010220","e1h0l0t0","---1------","0-","---------0","--------00","1","0","0","1","0","1","0","2","2","0"
"253","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","8","----100---------1-1-------------","6","125","1","1200200020","1200200020","e1e0l1","----100---","--","----1-1---","----------","1","2","0","0","2","0","0","0","2","0"
"254","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","----100-0-------1---------------","6","131","3","1300100020","1300100020","e1e0l1","----100-0-","--","----1-----","----------","1","3","0","0","1","0","0","0","2","0"
"255","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----100---------1--0------------","6","124","3","1200110020","1200110020","e1e0l1l0","----100---","--","----1--0--","----------","1","2","0","0","1","1","0","0","2","0"
"256","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","8","----1000----------1-------------","6","131","3","1300100020","1300100020","e1e0l1","----1000--","--","------1---","----------","1","3","0","0","1","0","0","0","2","0"
"257","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","----100----------01-------------","6","124","3","1200110020","1200110020","e1e0l1l0","----100---","--","-----01---","----------","1","2","0","0","1","1","0","0","2","0"
"258","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","----10000-----------------------","6","134","5","1400000020","1400000020","e1e0","----10000-","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"259","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----1000-----------0------------","6","130","7","1300010020","1300010020","e1e0l0","----1000--","--","-------0--","----------","1","3","0","0","0","1","0","0","2","0"
"260","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","----100-0--------0--------------","6","130","7","1300010020","1300010020","e1e0l0","----100-0-","--","-----0----","----------","1","3","0","0","0","1","0","0","2","0"
"261","5","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----100----------0-0------------","6","123","2","1200020020","1200020020","e1e0l0","----100---","--","-----0-0--","----------","1","2","0","0","0","2","0","0","2","0"
"262","5","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","8","-----00---1-----1-1-------------","6","108","1","0210200020","0210200020","e0h1l1","-----00---","1-","----1-1---","----------","0","2","1","0","2","0","0","0","2","0"
"263","5","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","-----00-0-1-----1---------------","6","114","3","0310100020","0310100020","e0h1l1","-----00-0-","1-","----1-----","----------","0","3","1","0","1","0","0","0","2","0"
"264","5","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE0) | NODE0 = NODE1","8","----000---1-----1---------------","6","114","3","0310100020","0310100020","e0h1l1","----000---","1-","----1-----","----------","0","3","1","0","1","0","0","0","2","0"
"265","5","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","-----00---1-----1--0------------","6","107","3","0210110020","0210110020","e0h1l1l0","-----00---","1-","----1--0--","----------","0","2","1","0","1","1","0","0","2","0"
"266","5","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE0) | NODE0 = NODE1","8","-----00---1-----1---0-----------","6","107","3","0210110020","0210110020","e0h1l1l0","-----00---","1-","----1---0-","----------","0","2","1","0","1","1","0","0","2","0"
"267","5","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","8","-----000--1-------1-------------","6","114","3","0310100020","0310100020","e0h1l1","-----000--","1-","------1---","----------","0","3","1","0","1","0","0","0","2","0"
