"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"522","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--------0---------0-1--01-------------","6","118","7","0100220020","0100220020","e0l1l0","--------0---","--","----0-1--01-","------------","0","1","0","0","2","2","0","0","2","0"
"523","5","forall NODE1,NODE2,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ep_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","12","------000-----------1-------------1---","9","350","3","0300101030","0300101030","e0l1t1","------000---","--","------1-----","--------1---","0","3","0","0","1","0","1","0","3","0"
"524","5","forall NODE1,NODE2,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","12","------00-----------01-------------1---","9","342","6","0200111030","0200111030","e0l1l0t1","------00----","--","-----01-----","--------1---","0","2","0","0","1","1","1","0","3","0"
"525","5","forall NODE1,NODE2,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch2(NODE2) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---0----0---------0-1---------------1-","9","342","6","0200111030","0200111030","e0l1l0t1","---0----0---","--","----0-1-----","----------1-","0","2","0","0","1","1","1","0","3","0"
"526","5","forall NODE1,NODE2,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch2(NODE2) | ep_epoch4(NODE2) | locked_epoch2(NODE0) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--------0-0-------0-1---------------1-","9","342","6","0200111030","0200111030","e0l1l0t1","--------0-0-","--","----0-1-----","----------1-","0","2","0","0","1","1","1","0","3","0"
"527","5","forall NODE1,NODE2,NODE0. ~locked_epoch3(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE0) | locked_epoch4(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--------0---------0-1--0------------1-","9","335","2","0100121030","0100121030","e0l1l0t1","--------0---","--","----0-1--0--","----------1-","0","1","0","0","1","2","1","0","3","0"
"528","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","8","----0---0---------0-1--0--------------","6","131","11","0200120020","0200120020","e0l1l0","----0---0---","--","----0-1--0--","------------","0","2","0","0","1","2","0","0","2","0"
"529","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","--------0-00------0-1-----------------","6","141","5","0300110020","0300110020","e0l1l0","--------0-00","--","----0-1-----","------------","0","3","0","0","1","1","0","0","2","0"
"530","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","--------0-0--0----0-1-----------------","6","134","2","0201110020","0201110020","e0h0l1l0","--------0-0-","-0","----0-1-----","------------","0","2","0","1","1","1","0","0","2","0"
"531","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | locked_epoch5(NODE1) | NODE0 = NODE1","8","--------0-0-------0-1----0------------","6","131","11","0200120020","0200120020","e0l1l0","--------0-0-","--","----0-1----0","------------","0","2","0","0","1","2","0","0","2","0"
"532","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--------0--0------0-1--0--------------","6","131","11","0200120020","0200120020","e0l1l0","--------0--0","--","----0-1--0--","------------","0","2","0","0","1","2","0","0","2","0"
"533","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--------0----0----0-1--0--------------","6","122","2","0101120020","0101120020","e0h0l1l0","--------0---","-0","----0-1--0--","------------","0","1","0","1","1","2","0","0","2","0"
"534","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--------0---------0-1-00--------------","6","117","5","0100130020","0100130020","e0l1l0","--------0---","--","----0-1-00--","------------","0","1","0","0","1","3","0","0","2","0"
"535","5","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","8","--------0---------0-1--0-0------------","6","117","5","0100130020","0100130020","e0l1l0","--------0---","--","----0-1--0-0","------------","0","1","0","0","1","3","0","0","2","0"
"536","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","--------00--------0---1-1-------------","6","132","12","0200210020","0200210020","e0l1l0","--------00--","--","----0---1-1-","------------","0","2","0","0","2","1","0","0","2","0"
"537","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","--------0---------0--01-1-------------","6","118","7","0100220020","0100220020","e0l1l0","--------0---","--","----0--01-1-","------------","0","1","0","0","2","2","0","0","2","0"
"538","5","forall NODE1,NODE2,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch2(NODE2) | ep_epoch3(NODE2) | locked_epoch2(NODE0) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--------00--------0---1-------------1-","9","342","6","0200111030","0200111030","e0l1l0t1","--------00--","--","----0---1---","----------1-","0","2","0","0","1","1","1","0","3","0"
"539","5","forall NODE1,NODE2,NODE0. ~locked_epoch4(NODE0) | ~transfer_epoch5(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE0) | locked_epoch3(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","12","--------0---------0--01-------------1-","9","335","2","0100121030","0100121030","e0l1l0t1","--------0---","--","----0--01---","----------1-","0","1","0","0","1","2","1","0","3","0"
"540","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE0) | locked_epoch2(NODE0) | NODE0 = NODE1","8","----0---00--------0---1---------------","6","141","5","0300110020","0300110020","e0l1l0","----0---00--","--","----0---1---","------------","0","3","0","0","1","1","0","0","2","0"
"541","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","--------00-0------0---1---------------","6","141","5","0300110020","0300110020","e0l1l0","--------00-0","--","----0---1---","------------","0","3","0","0","1","1","0","0","2","0"
"542","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","--------00---0----0---1---------------","6","134","2","0201110020","0201110020","e0h0l1l0","--------00--","-0","----0---1---","------------","0","2","0","1","1","1","0","0","2","0"
"543","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | locked_epoch5(NODE1) | NODE0 = NODE1","8","--------00--------0---1--0------------","6","131","11","0200120020","0200120020","e0l1l0","--------00--","--","----0---1--0","------------","0","2","0","0","1","2","0","0","2","0"
"544","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----0---0---------0--01---------------","6","131","11","0200120020","0200120020","e0l1l0","----0---0---","--","----0--01---","------------","0","2","0","0","1","2","0","0","2","0"
"545","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch5(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","--------0--0------0--01---------------","6","131","11","0200120020","0200120020","e0l1l0","--------0--0","--","----0--01---","------------","0","2","0","0","1","2","0","0","2","0"
"546","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","--------0----0----0--01---------------","6","122","2","0101120020","0101120020","e0h0l1l0","--------0---","-0","----0--01---","------------","0","1","0","1","1","2","0","0","2","0"
"547","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","8","--------0---------0--01--0------------","6","117","5","0100130020","0100130020","e0l1l0","--------0---","--","----0--01--0","------------","0","1","0","0","1","3","0","0","2","0"
"548","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch5(NODE1) | held(NODE0) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","8","-----------00---------1-------------00","6","121","1","0101100220","0101100220","e0h0l1t0","-----------0","0-","--------1---","----------00","0","1","0","1","1","0","0","2","2","0"
"549","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","8","------------00--------1-------------00","6","115","1","0002100220","0002100220","h0l1t0","------------","00","--------1---","----------00","0","0","0","2","1","0","0","2","2","0"
"550","5","forall NODE1,NODE0. ~locked_epoch4(NODE0) | held(NODE0) | locked_epoch5(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","8","------------0---------1--0----------00","6","114","1","0001110220","0001110220","h0l1l0t0","------------","0-","--------1--0","----------00","0","0","0","1","1","1","0","2","2","0"
"551","5","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","--------000-------0-----1-------------","6","141","5","0300110020","0300110020","e0l1l0","--------000-","--","----0-----1-","------------","0","3","0","0","1","1","0","0","2","0"
"552","5","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--------00--------0----01-------------","6","131","11","0200120020","0200120020","e0l1l0","--------00--","--","----0----01-","------------","0","2","0","0","1","2","0","0","2","0"
"553","5","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","--------0-0-------0--0--1-------------","6","131","11","0200120020","0200120020","e0l1l0","--------0-0-","--","----0--0--1-","------------","0","2","0","0","1","2","0","0","2","0"
"554","5","forall NODE1,NODE0. ~locked_epoch5(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--------0---------0--0-01-------------","6","117","5","0100130020","0100130020","e0l1l0","--------0---","--","----0--0-01-","------------","0","1","0","0","1","3","0","0","2","0"
"555","5","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","8","00----00------------------------1-----","6","144","2","0400001020","0400001020","e0t1","00----00----","--","------------","------1-----","0","4","0","0","0","0","1","0","2","0"
"556","5","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1)","7","0000------------------------------1---","5","144","2","0400001020","0400001020","e0t1","0000--------","--","------------","--------1---","0","4","0","0","0","0","1","0","2","0"
"557","5","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1)","7","000-----------------0-------------1---","5","92","2","0300011020","0300011020","e0l0t1","000---------","--","------0-----","--------1---","0","3","0","0","0","1","1","0","2","0"
"558","5","forall NODE1,NODE2,NODE0. ~transfer_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE1) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","00------0---------0---------------1---","9","349","2","0300011030","0300011030","e0l0t1","00------0---","--","----0-------","--------1---","0","3","0","0","0","1","1","0","3","0"
"559","5","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1)","7","00-0--------------0---------------1---","5","92","2","0300011020","0300011020","e0l0t1","00-0--------","--","----0-------","--------1---","0","3","0","0","0","1","1","0","2","0"
"560","5","forall NODE1,NODE0. ~transfer_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1)","7","00----------------0-0-------------1---","5","84","1","0200021020","0200021020","e0l0t1","00----------","--","----0-0-----","--------1---","0","2","0","0","0","2","1","0","2","0"
"561","5","forall NODE1,NODE2,NODE0. ~transfer_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--000--------------0----------------1-","9","349","2","0300011030","0300011030","e0l0t1","--000-------","--","-----0------","----------1-","0","3","0","0","0","1","1","0","3","0"
"562","5","forall NODE1,NODE2,NODE0. ~transfer_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE2) | locked_epoch4(NODE1) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--00---------------0--0-------------1-","9","341","3","0200021030","0200021030","e0l0t1","--00--------","--","-----0--0---","----------1-","0","2","0","0","0","2","1","0","3","0"
"563","5","forall NODE1,NODE2,NODE0. ~transfer_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE2) | locked_epoch2(NODE2) | locked_epoch3(NODE1) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--0------0---------00---------------1-","9","341","3","0200021030","0200021030","e0l0t1","--0------0--","--","-----00-----","----------1-","0","2","0","0","0","2","1","0","3","0"
"564","5","forall NODE1,NODE2,NODE0. ~transfer_epoch5(NODE0) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE2) | locked_epoch3(NODE1) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--0-0--------------00---------------1-","9","341","3","0200021030","0200021030","e0l0t1","--0-0-------","--","-----00-----","----------1-","0","2","0","0","0","2","1","0","3","0"
"565","5","forall NODE1,NODE2,NODE0. ~transfer_epoch5(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | locked_epoch3(NODE1) | locked_epoch4(NODE1) | ((NODE0 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","--0----------------00-0-------------1-","9","334","1","0100031030","0100031030","e0l0t1","--0---------","--","-----00-0---","----------1-","0","1","0","0","0","3","1","0","3","0"
"566","5","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","000-----------------00----------------","6","139","1","0300020020","0300020020","e0l0","000---------","--","------00----","------------","0","3","0","0","0","2","0","0","2","0"
"567","5","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","00----------------0-00----------------","6","129","1","0200030020","0200030020","e0l0","00----------","--","----0-00----","------------","0","2","0","0","0","3","0","0","2","0"
"568","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","1------------0-----1-0----------00----","7","210","5","1001110220","1001110220","e1h0l1l0t0","1-----------","-0","-----1-0----","------00----","1","0","0","1","1","1","0","2","2","0"
"569","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | held(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","9","1--------0---0-------1--------------00","7","212","7","1101100220","1101100220","e1e0h0l1t0","1--------0--","-0","-------1----","----------00","1","1","0","1","1","0","0","2","2","0"
"570","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","1---------0--0-------1------------00--","7","212","7","1101100220","1101100220","e1e0h0l1t0","1---------0-","-0","-------1----","--------00--","1","1","0","1","1","0","0","2","2","0"
"571","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | locked_epoch4(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","1------------0-------1-0----------00--","7","210","5","1001110220","1001110220","e1h0l1l0t0","1-----------","-0","-------1-0--","--------00--","1","0","0","1","1","1","0","2","2","0"
"572","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","9","1------00000--------------------------","7","236","6","1500000020","1500000020","e1e0","1------00000","--","------------","------------","1","5","0","0","0","0","0","0","2","0"
"573","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE1) | NODE0 = NODE1","9","1------0000--0------------------------","7","234","5","1401000020","1401000020","e1e0h0","1------0000-","-0","------------","------------","1","4","0","1","0","0","0","0","2","0"
"574","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","9","1------0000--------------0------------","7","232","11","1400010020","1400010020","e1e0l0","1------0000-","--","-----------0","------------","1","4","0","0","0","1","0","0","2","0"
"575","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","1------0-----0-------0----------00----","7","211","7","1101010220","1101010220","e1e0h0l0t0","1------0----","-0","-------0----","------00----","1","1","0","1","0","1","0","2","2","0"
"576","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","1-------0----0-------0--------00------","7","211","7","1101010220","1101010220","e1e0h0l0t0","1-------0---","-0","-------0----","----00------","1","1","0","1","0","1","0","2","2","0"
"577","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","9","-1------0000-1------------------------","7","235","2","1410000020","1410000020","e1e0h1","-1------0000","-1","------------","------------","1","4","1","0","0","0","0","0","2","0"
"578","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","9","-1------000--1-----------0------------","7","230","3","1310010020","1310010020","e1e0h1l0","-1------000-","-1","-----------0","------------","1","3","1","0","0","1","0","0","2","0"
"579","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","-1-----------0-----1-0----------00----","7","210","5","1001110220","1001110220","e1h0l1l0t0","-1----------","-0","-----1-0----","------00----","1","0","0","1","1","1","0","2","2","0"
"580","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | held(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","9","-1-------0---0-------1--------------00","7","212","7","1101100220","1101100220","e1e0h0l1t0","-1-------0--","-0","-------1----","----------00","1","1","0","1","1","0","0","2","2","0"
"581","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","-1--------0--0-------1------------00--","7","212","7","1101100220","1101100220","e1e0h0l1t0","-1--------0-","-0","-------1----","--------00--","1","1","0","1","1","0","0","2","2","0"
"582","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | locked_epoch4(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","-1-----------0-------1-0----------00--","7","210","5","1001110220","1001110220","e1h0l1l0t0","-1----------","-0","-------1-0--","--------00--","1","0","0","1","1","1","0","2","2","0"
"583","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","9","-1----0-0000--------------------------","7","236","6","1500000020","1500000020","e1e0","-1----0-0000","--","------------","------------","1","5","0","0","0","0","0","0","2","0"
"584","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE1) | NODE0 = NODE1","9","-1----0-000--0------------------------","7","234","5","1401000020","1401000020","e1e0h0","-1----0-000-","-0","------------","------------","1","4","0","1","0","0","0","0","2","0"
"585","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","9","-1----0-000--------------0------------","7","232","11","1400010020","1400010020","e1e0l0","-1----0-000-","--","-----------0","------------","1","4","0","0","0","1","0","0","2","0"
"586","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","-1----0------0-------0----------00----","7","211","7","1101010220","1101010220","e1e0h0l0t0","-1----0-----","-0","-------0----","------00----","1","1","0","1","0","1","0","2","2","0"
"587","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1------0---0--------0--------00------","7","211","7","1101010220","1101010220","e1e0h0l0t0","-1------0---","0-","-------0----","----00------","1","1","0","1","0","1","0","2","2","0"
"588","6","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE1) | ep_epoch3(NODE1) | held(NODE1) | transfer_epoch5(NODE0) | transfer_epoch5(NODE1) | NODE0 = NODE1","9","--1------0---0-------1--------------00","7","212","7","1101100220","1101100220","e1e0h0l1t0","--1------0--","-0","-------1----","----------00","1","1","0","1","1","0","0","2","2","0"
"589","6","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","--1-------0--0-------1------------00--","7","212","7","1101100220","1101100220","e1e0h0l1t0","--1-------0-","-0","-------1----","--------00--","1","1","0","1","1","0","0","2","2","0"
"590","6","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | locked_epoch4(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","9","--1----------0-------1-0----------00--","7","210","5","1001110220","1001110220","e1h0l1l0t0","--1---------","-0","-------1-0--","--------00--","1","0","0","1","1","1","0","2","2","0"
"591","6","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | ep_epoch5(NODE1) | NODE0 = NODE1","9","--1---00-000--------------------------","7","236","6","1500000020","1500000020","e1e0","--1---00-000","--","------------","------------","1","5","0","0","0","0","0","0","2","0"
"592","6","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | held(NODE1) | NODE0 = NODE1","9","--1---00-00--0------------------------","7","234","5","1401000020","1401000020","e1e0h0","--1---00-00-","-0","------------","------------","1","4","0","1","0","0","0","0","2","0"
"593","6","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | locked_epoch5(NODE1) | NODE0 = NODE1","9","--1---00-00--------------0------------","7","232","11","1400010020","1400010020","e1e0l0","--1---00-00-","--","-----------0","------------","1","4","0","0","0","1","0","0","2","0"
