"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"103","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","--0-0---1-------0---------","5","62","6","0210010020","0210010020","e0h1l0","--0-0---","1-","------0-","--------","0","2","1","0","0","1","0","0","2","0"
"104","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","----0-0-1-----0-----------","5","62","6","0210010020","0210010020","e0h1l0","----0-0-","1-","----0---","--------","0","2","1","0","0","1","0","0","2","0"
"105","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | NODE0 = NODE1","7","---00---1-----0-----------","5","62","6","0210010020","0210010020","e0h1l0","---00---","1-","----0---","--------","0","2","1","0","0","1","0","0","2","0"
"106","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----0---1-----00----------","5","57","3","0110020020","0110020020","e0h1l0","----0---","1-","----00--","--------","0","1","1","0","0","2","0","0","2","0"
"107","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----0---1-----0-0---------","5","57","3","0110020020","0110020020","e0h1l0","----0---","1-","----0-0-","--------","0","1","1","0","0","2","0","0","2","0"
"108","4","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","-000----1-----------------","4","35","1","0310000010","0310000010","e0h1","-000----","1-","--------","--------","0","3","1","0","0","0","0","0","1","0"
"109","4","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","-00-----1-------0---------","4","32","2","0210010010","0210010010","e0h1l0","-00-----","1-","------0-","--------","0","2","1","0","0","1","0","0","1","0"
"110","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-0----0-1-----0-----------","5","62","6","0210010020","0210010020","e0h1l0","-0----0-","1-","----0---","--------","0","2","1","0","0","1","0","0","2","0"
"111","4","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","-0-0----1-----0-----------","4","32","2","0210010010","0210010010","e0h1l0","-0-0----","1-","----0---","--------","0","2","1","0","0","1","0","0","1","0"
"112","4","forall NODE1,NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-0------1-----00----------","5","57","3","0110020020","0110020020","e0h1l0","-0------","1-","----00--","--------","0","1","1","0","0","2","0","0","2","0"
"113","4","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","-0------1-----0-0---------","4","29","1","0110020010","0110020010","e0h1l0","-0------","1-","----0-0-","--------","0","1","1","0","0","2","0","0","1","0"
"114","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","----00--------1-1---------","5","60","1","0200200020","0200200020","e0l1","----00--","--","----1-1-","--------","0","2","0","0","2","0","0","0","2","0"
"115","4","forall NODE2,NODE1,NODE0. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","11","----00--------1---------1-","8","105","1","0200101030","0200101030","e0l1t1","----00--","--","----1---","------1-","0","2","0","0","1","0","1","0","3","0"
"116","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","7","--0-00--------1-----------","5","65","3","0300100020","0300100020","e0l1","--0-00--","--","----1---","--------","0","3","0","0","1","0","0","0","2","0"
"117","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","----00-0------1-----------","5","65","3","0300100020","0300100020","e0l1","----00-0","--","----1---","--------","0","3","0","0","1","0","0","0","2","0"
"118","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","----00---0----1-----------","5","61","1","0201100020","0201100020","e0h0l1","----00--","-0","----1---","--------","0","2","0","1","1","0","0","0","2","0"
"119","4","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","----00--------1--0--------","5","59","2","0200110020","0200110020","e0l1l0","----00--","--","----1--0","--------","0","2","0","0","1","1","0","0","2","0"
"120","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----000---------1---------","5","65","3","0300100020","0300100020","e0l1","----000-","--","------1-","--------","0","3","0","0","1","0","0","0","2","0"
"121","4","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----00---------01---------","5","59","2","0200110020","0200110020","e0l1l0","----00--","--","-----01-","--------","0","2","0","0","1","1","0","0","2","0"
"122","4","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1)","6","000---------------------1-","4","47","1","0300001020","0300001020","e0t1","000-----","--","--------","------1-","0","3","0","0","0","0","1","0","2","0"
"123","4","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1)","6","00------------0---------1-","4","46","1","0200011020","0200011020","e0l0t1","00------","--","----0---","------1-","0","2","0","0","0","1","1","0","2","0"
"124","2","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0---0---------00----------","2","8","2","e0l0","0200020001","e0l0","0---0---","--","----00--","--------","0","2","0","0","0","2","0","0","0","1"
"125","4","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","0000----------------------","4","36","1","0400000010","0400000010","e0","0000----","--","--------","--------","0","4","0","0","0","0","0","0","1","0"
"126","4","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0)","5","000-----0-----------------","4","34","1","0301000010","0301000010","e0h0","000-----","0-","--------","--------","0","3","0","1","0","0","0","0","1","0"
"127","4","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","000-------------0---------","4","33","2","0300010010","0300010010","e0l0","000-----","--","------0-","--------","0","3","0","0","0","1","0","0","1","0"
"128","4","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","00----0-------0-----------","5","64","1","0300010020","0300010020","e0l0","00----0-","--","----0---","--------","0","3","0","0","0","1","0","0","2","0"
"129","4","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","00-0----------0-----------","4","33","2","0300010010","0300010010","e0l0","00-0----","--","----0---","--------","0","3","0","0","0","1","0","0","1","0"
"130","4","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE0)","5","00------0-----0-----------","4","31","1","0201010010","0201010010","e0h0l0","00------","0-","----0---","--------","0","2","0","1","0","1","0","0","1","0"
"131","4","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","00------------00----------","5","58","1","0200020020","0200020020","e0l0","00------","--","----00--","--------","0","2","0","0","0","2","0","0","2","0"
"132","4","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","00------------0-0---------","4","30","1","0200020010","0200020010","e0l0","00------","--","----0-0-","--------","0","2","0","0","0","2","0","0","1","0"
"133","2","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0---0--------00----------","2","8","2","e0l0","0200020001","e0l0","-0---0--","--","----00--","--------","0","2","0","0","0","2","0","0","0","1"
"134","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1----1---0------------00--","6","84","3","2001000220","2001000220","e1h0t0","1----1--","-0","--------","----00--","2","0","0","1","0","0","0","2","2","0"
"135","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1-----1--0--------------00","6","84","3","2001000220","2001000220","e1h0t0","1-----1-","-0","--------","------00","2","0","0","1","0","0","0","2","2","0"
"136","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1--------0-----1--------00","6","81","2","1001100220","1001100220","e1h0l1t0","1-------","-0","-----1--","------00","1","0","0","1","1","0","0","2","2","0"
"137","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1----0---0--------------00","6","83","4","1101000220","1101000220","e1e0h0t0","1----0--","-0","--------","------00","1","1","0","1","0","0","0","2","2","0"
"138","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1-----0--0------------00--","6","83","4","1101000220","1101000220","e1e0h0t0","1-----0-","-0","--------","----00--","1","1","0","1","0","0","0","2","2","0"
"139","5","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1--------0-----0------00--","6","80","3","1001010220","1001010220","e1h0l0t0","1-------","-0","-----0--","----00--","1","0","0","1","0","1","0","2","2","0"
"140","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1----1--0--------------00","6","84","3","2001000220","2001000220","e1h0t0","-1----1-","-0","--------","------00","2","0","0","1","0","0","0","2","2","0"
"141","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1-------0-----1--------00","6","81","2","1001100220","1001100220","e1h0l1t0","-1------","-0","-----1--","------00","1","0","0","1","1","0","0","2","2","0"
"142","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1--0----0--------------00","6","83","4","1101000220","1101000220","e1e0h0t0","-1--0---","-0","--------","------00","1","1","0","1","0","0","0","2","2","0"
"143","5","forall NODE1,NODE0. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1------0------0------00--","6","80","3","1001010220","1001010220","e1h0l0t0","-1------","0-","-----0--","----00--","1","0","0","1","0","1","0","2","2","0"
"144","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1----00---------------00","6","83","4","1101000220","1101000220","e1e0h0t0","--1----0","0-","--------","------00","1","1","0","1","0","0","0","2","2","0"
"145","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-----00--------------00","6","82","1","1002000220","1002000220","e1h0t0","--1-----","00","--------","------00","1","0","0","2","0","0","0","2","2","0"
"146","5","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-----0--------0------00","6","80","3","1001010220","1001010220","e1h0l0t0","--1-----","0-","-------0","------00","1","0","0","1","0","1","0","2","2","0"
"147","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-------00-----1---------00","6","75","1","0101100220","0101100220","e0h0l1t0","-------0","0-","----1---","------00","0","1","0","1","1","0","0","2","2","0"
"148","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--------00----1---------00","6","74","1","0002100220","0002100220","h0l1t0","--------","00","----1---","------00","0","0","0","2","1","0","0","2","2","0"
"149","5","forall NODE1,NODE0. ~locked_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--------0-----1--0------00","6","73","1","0001110220","0001110220","h0l1l0t0","--------","0-","----1--0","------00","0","0","0","1","1","1","0","2","2","0"
"150","5","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","8","00--00------------------1-","6","78","1","0400001020","0400001020","e0t1","00--00--","--","--------","------1-","0","4","0","0","0","0","1","0","2","0"
"151","5","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","8","0-000----------0----------","6","79","2","0400010020","0400010020","e0l0","0-000---","--","-----0--","--------","0","4","0","0","0","1","0","0","2","0"
"152","5","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","8","0-0-0---0------0----------","6","77","2","0301010020","0301010020","e0h0l0","0-0-0---","0-","-----0--","--------","0","3","0","1","0","1","0","0","2","0"
"153","5","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","8","0-0-0----------00---------","6","76","2","0300020020","0300020020","e0l0","0-0-0---","--","-----00-","--------","0","3","0","0","0","2","0","0","2","0"
"154","5","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","8","-000-0---------0----------","6","79","2","0400010020","0400010020","e0l0","-000-0--","--","-----0--","--------","0","4","0","0","0","1","0","0","2","0"
"155","5","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","8","-00--0--0------0----------","6","77","2","0301010020","0301010020","e0h0l0","-00--0--","0-","-----0--","--------","0","3","0","1","0","1","0","0","2","0"
"156","5","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | locked_epoch2(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","8","-00--0---------00---------","6","76","2","0300020020","0300020020","e0l0","-00--0--","--","-----00-","--------","0","3","0","0","0","2","0","0","2","0"
"157","6","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","1--------0------------0000","7","93","1","1001000420","1001000420","e1h0t0","1-------","-0","--------","----0000","1","0","0","1","0","0","0","4","2","0"
"158","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1----000-------------00--","7","96","1","1201000220","1201000220","e1e0h0t0","-1----00","0-","--------","----00--","1","2","0","1","0","0","0","2","2","0"
"159","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1----0-00------------00--","7","95","1","1102000220","1102000220","e1e0h0t0","-1----0-","00","--------","----00--","1","1","0","2","0","0","0","2","2","0"
"160","6","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1----0-0--------0----00--","7","94","1","1101010220","1101010220","e1e0h0l0t0","-1----0-","0-","-------0","----00--","1","1","0","1","0","1","0","2","2","0"
"161","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0)","4","000-000-------------------","3","25","4","e0","0600000001","e0","000-000-","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"162","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0)","4","00-000-0------------------","3","25","4","e0","0600000001","e0","00-000-0","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"163","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE0) | NODE0 = NODE1","9","00-000---0----------------","7","92","3","0501000020","0501000020","e0h0","00-000--","-0","--------","--------","0","5","0","1","0","0","0","0","2","0"
"164","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","00-000-----------0--------","7","91","3","0500010020","0500010020","e0l0","00-000--","--","-------0","--------","0","5","0","0","0","1","0","0","2","0"
"165","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0)","4","00--00--00----------------","3","24","3","e0h0","0402000001","e0h0","00--00--","00","--------","--------","0","4","0","2","0","0","0","0","0","1"
"166","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | held(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","00--00--0--------0--------","7","90","3","0401010020","0401010020","e0h0l0","00--00--","0-","-------0","--------","0","4","0","1","0","1","0","0","2","0"
"167","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch3(NODE0)","4","00--00----------00--------","3","23","3","e0l0","0400020001","e0l0","00--00--","--","------00","--------","0","4","0","0","0","2","0","0","0","1"
"168","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","4","0-000-00------------------","3","25","4","e0","0600000001","e0","0-000-00","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"169","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | NODE0 = NODE1","9","0-000-0--0----------------","7","92","3","0501000020","0501000020","e0h0","0-000-0-","-0","--------","--------","0","5","0","1","0","0","0","0","2","0"
"170","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","0-000-0----------0--------","7","91","3","0500010020","0500010020","e0l0","0-000-0-","--","-------0","--------","0","5","0","0","0","1","0","0","2","0"
"171","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | held(NODE0)","4","0-0-0-0-00----------------","3","24","3","e0h0","0402000001","e0h0","0-0-0-0-","00","--------","--------","0","4","0","2","0","0","0","0","0","1"
"172","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","0-0-0-0-0--------0--------","7","90","3","0401010020","0401010020","e0h0l0","0-0-0-0-","0-","-------0","--------","0","4","0","1","0","1","0","0","2","0"
"173","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","0-0-0-0---------00--------","3","23","3","e0l0","0400020001","e0l0","0-0-0-0-","--","------00","--------","0","4","0","0","0","2","0","0","0","1"
"174","3","exists NODE0. ep_epoch0(NODE0) | held(NODE0) | transfer_epoch3(NODE0)","4","0---0---00--------------00","3","22","3","e0h0t0","0202000201","e0h0t0","0---0---","00","--------","------00","0","2","0","2","0","0","0","2","0","1"
"175","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","00-----00---------------00","7","89","1","0301000220","0301000220","e0h0t0","00-----0","0-","--------","------00","0","3","0","1","0","0","0","2","2","0"
"176","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","00------00--------------00","7","88","1","0202000220","0202000220","e0h0t0","00------","00","--------","------00","0","2","0","2","0","0","0","2","2","0"
"177","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","00------0--------0------00","7","87","3","0201010220","0201010220","e0h0l0t0","00------","0-","-------0","------00","0","2","0","1","0","1","0","2","2","0"
"178","6","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","0-0-----0------0------00--","7","87","3","0201010220","0201010220","e0h0l0t0","0-0-----","0-","-----0--","----00--","0","2","0","1","0","1","0","2","2","0"
"179","6","forall NODE1,NODE0. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","0-------0-----00------00--","7","85","2","0101020220","0101020220","e0h0l0t0","0-------","0-","----00--","----00--","0","1","0","1","0","2","0","2","2","0"
"180","1","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","4","-000-000------------------","3","25","4","e0","0600000001","e0","-000-000","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"181","6","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | NODE0 = NODE1","9","-000-00--0----------------","7","92","3","0501000020","0501000020","e0h0","-000-00-","-0","--------","--------","0","5","0","1","0","0","0","0","2","0"
"182","6","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","-000-00----------0--------","7","91","3","0500010020","0500010020","e0l0","-000-00-","--","-------0","--------","0","5","0","0","0","1","0","0","2","0"
"183","2","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0)","4","-00--00-00----------------","3","24","3","e0h0","0402000001","e0h0","-00--00-","00","--------","--------","0","4","0","2","0","0","0","0","0","1"
"184","6","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","-00--00-0--------0--------","7","90","3","0401010020","0401010020","e0h0l0","-00--00-","0-","-------0","--------","0","4","0","1","0","1","0","0","2","0"
"185","2","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","-00--00---------00--------","3","23","3","e0l0","0400020001","e0l0","-00--00-","--","------00","--------","0","4","0","0","0","2","0","0","0","1"
"186","3","exists NODE0. ep_epoch1(NODE0) | held(NODE0) | transfer_epoch3(NODE0)","4","-0---0--00--------------00","3","22","3","e0h0t0","0202000201","e0h0t0","-0---0--","00","--------","------00","0","2","0","2","0","0","0","2","0","1"
"187","6","forall NODE1,NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-0----0--0----0-------00--","7","87","3","0201010220","0201010220","e0h0l0t0","-0----0-","-0","----0---","----00--","0","2","0","1","0","1","0","2","2","0"
"188","6","forall NODE1,NODE0. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-0-------0----00------00--","7","85","2","0101020220","0101020220","e0h0l0t0","-0------","-0","----00--","----00--","0","1","0","1","0","2","0","2","2","0"
"189","3","exists NODE0. ep_epoch2(NODE0) | held(NODE0) | transfer_epoch2(NODE0)","4","--0---0-00------------00--","3","22","3","e0h0t0","0202000201","e0h0t0","--0---0-","00","--------","----00--","0","2","0","2","0","0","0","2","0","1"
"190","6","forall NODE1,NODE0. ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","--0-----00-----0------00--","7","86","1","0102010220","0102010220","e0h0l0t0","--0-----","00","-----0--","----00--","0","1","0","2","0","1","0","2","2","0"
"191","3","exists NODE0. held(NODE0) | locked_epoch2(NODE0) | transfer_epoch2(NODE0)","4","--------00----00------00--","3","17","1","h0l0t0","0002020201","h0l0t0","--------","00","----00--","----00--","0","0","0","2","0","2","0","2","0","1"
