"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Type","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"102","2","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | NODE0 = NODE1","7","--000---1-----------------","5","22","F","3","0110000020","0110000020","e0h1","--000---","1-","--------","--------","0","3","1","0","0","0","0","0","2","0"
"103","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","--0-0---1-------0---------","5","23","F","9","0110010020","0110010020","e0h1l0","--0-0---","1-","------0-","--------","0","2","1","0","0","1","0","0","2","0"
"104","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","----0-0-1-----0-----------","5","23","F","9","0110010020","0110010020","e0h1l0","----0-0-","1-","----0---","--------","0","2","1","0","0","1","0","0","2","0"
"105","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | NODE0 = NODE1","7","---00---1-----0-----------","5","23","F","9","0110010020","0110010020","e0h1l0","---00---","1-","----0---","--------","0","2","1","0","0","1","0","0","2","0"
"106","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----0---1-----00----------","5","23","F","9","0110010020","0110010020","e0h1l0","----0---","1-","----00--","--------","0","1","1","0","0","2","0","0","2","0"
"107","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----0---1-----0-0---------","5","23","F","9","0110010020","0110010020","e0h1l0","----0---","1-","----0-0-","--------","0","1","1","0","0","2","0","0","2","0"
"108","2","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","-000----1-----------------","4","24","F","1","0110000010","0110000010","e0h1","-000----","1-","--------","--------","0","3","1","0","0","0","0","0","1","0"
"109","3","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","-00-----1-------0---------","4","25","F","3","0110010010","0110010010","e0h1l0","-00-----","1-","------0-","--------","0","2","1","0","0","1","0","0","1","0"
"110","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-0----0-1-----0-----------","5","23","F","9","0110010020","0110010020","e0h1l0","-0----0-","1-","----0---","--------","0","2","1","0","0","1","0","0","2","0"
"111","3","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","-0-0----1-----0-----------","4","25","F","3","0110010010","0110010010","e0h1l0","-0-0----","1-","----0---","--------","0","2","1","0","0","1","0","0","1","0"
"112","3","forall NODE0,NODE1. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-0------1-----00----------","5","23","F","9","0110010020","0110010020","e0h1l0","-0------","1-","----00--","--------","0","1","1","0","0","2","0","0","2","0"
"113","3","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","-0------1-----0-0---------","4","25","F","3","0110010010","0110010010","e0h1l0","-0------","1-","----0-0-","--------","0","1","1","0","0","2","0","0","1","0"
"114","2","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","7","----00--------1-1---------","5","26","F","5","0100100020","0100100020","e0l1","----00--","--","----1-1-","--------","0","2","0","0","2","0","0","0","2","0"
"115","3","forall NODE0,NODE2,NODE1. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE1 ~= NODE2 | NODE0 = NODE1))","11","----00--------1---------1-","8","56","F","1","0100101030","0100101030","e0l1t1","----00--","--","----1---","------1-","0","2","0","0","1","0","1","0","3","0"
"116","2","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","7","--0-00--------1-----------","5","26","F","5","0100100020","0100100020","e0l1","--0-00--","--","----1---","--------","0","3","0","0","1","0","0","0","2","0"
"117","2","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","----00-0------1-----------","5","26","F","5","0100100020","0100100020","e0l1","----00-0","--","----1---","--------","0","3","0","0","1","0","0","0","2","0"
"118","3","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","----00---0----1-----------","5","57","F","1","0101100020","0101100020","e0h0l1","----00--","-0","----1---","--------","0","2","0","1","1","0","0","0","2","0"
"119","3","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","----00--------1--0--------","5","51","F","3","0100110020","0100110020","e0l1l0","----00--","--","----1--0","--------","0","2","0","0","1","1","0","0","2","0"
"120","2","forall NODE0,NODE1. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----000---------1---------","5","26","F","5","0100100020","0100100020","e0l1","----000-","--","------1-","--------","0","3","0","0","1","0","0","0","2","0"
"121","3","forall NODE0,NODE1. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----00---------01---------","5","51","F","3","0100110020","0100110020","e0l1l0","----00--","--","-----01-","--------","0","2","0","0","1","1","0","0","2","0"
"122","2","forall NODE0,NODE1. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1)","6","000---------------------1-","4","27","F","6","0100001020","0100001020","e0t1","000-----","--","--------","------1-","0","3","0","0","0","0","1","0","2","0"
"123","3","forall NODE0,NODE1. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1)","6","00------------0---------1-","4","58","F","1","0100011020","0100011020","e0l0t1","00------","--","----0---","------1-","0","2","0","0","0","1","1","0","2","0"
"124","2","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0---0---------00----------","2","7","E","5","e0l0","0100010001","e0l0","0---0---","--","----00--","--------","0","2","0","0","0","2","0","0","0","1"
"125","1","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","0000----------------------","4","28","F","1","0100000010","0100000010","e0","0000----","--","--------","--------","0","4","0","0","0","0","0","0","1","0"
"126","2","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0)","5","000-----0-----------------","4","29","F","1","0101000010","0101000010","e0h0","000-----","0-","--------","--------","0","3","0","1","0","0","0","0","1","0"
"127","2","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","000-------------0---------","4","30","F","3","0100010010","0100010010","e0l0","000-----","--","------0-","--------","0","3","0","0","0","1","0","0","1","0"
"128","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","00----0-------0-----------","5","33","F","9","0100010020","0100010020","e0l0","00----0-","--","----0---","--------","0","3","0","0","0","1","0","0","2","0"
"129","2","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","00-0----------0-----------","4","30","F","3","0100010010","0100010010","e0l0","00-0----","--","----0---","--------","0","3","0","0","0","1","0","0","1","0"
"130","3","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE0)","5","00------0-----0-----------","4","59","F","1","0101010010","0101010010","e0h0l0","00------","0-","----0---","--------","0","2","0","1","0","1","0","0","1","0"
"131","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","00------------00----------","5","33","F","9","0100010020","0100010020","e0l0","00------","--","----00--","--------","0","2","0","0","0","2","0","0","2","0"
"132","2","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","00------------0-0---------","4","30","F","3","0100010010","0100010010","e0l0","00------","--","----0-0-","--------","0","2","0","0","0","2","0","0","1","0"
"133","2","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0---0--------00----------","2","7","E","5","e0l0","0100010001","e0l0","-0---0--","--","----00--","--------","0","2","0","0","0","2","0","0","0","1"
"134","3","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1----1---0------------00--","6","31","F","5","1001000120","1001000120","e1h0t0","1----1--","-0","--------","----00--","2","0","0","1","0","0","0","2","2","0"
"135","3","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1-----1--0--------------00","6","31","F","5","1001000120","1001000120","e1h0t0","1-----1-","-0","--------","------00","2","0","0","1","0","0","0","2","2","0"
"136","4","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1--------0-----1--------00","6","60","F","2","1001100120","1001100120","e1h0l1t0","1-------","-0","-----1--","------00","1","0","0","1","1","0","0","2","2","0"
"137","4","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1----0---0--------------00","6","35","F","6","1101000120","1101000120","e1e0h0t0","1----0--","-0","--------","------00","1","1","0","1","0","0","0","2","2","0"
"138","4","forall NODE0,NODE1. ~ep_epoch0(NODE0) | ep_epoch2(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1-----0--0------------00--","6","35","F","6","1101000120","1101000120","e1e0h0t0","1-----0-","-0","--------","----00--","1","1","0","1","0","0","0","2","2","0"
"139","4","forall NODE0,NODE1. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1--------0-----0------00--","6","36","F","3","1001010120","1001010120","e1h0l0t0","1-------","-0","-----0--","----00--","1","0","0","1","0","1","0","2","2","0"
"140","3","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1----1--0--------------00","6","31","F","5","1001000120","1001000120","e1h0t0","-1----1-","-0","--------","------00","2","0","0","1","0","0","0","2","2","0"
"141","4","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ~locked_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1-------0-----1--------00","6","60","F","2","1001100120","1001100120","e1h0l1t0","-1------","-0","-----1--","------00","1","0","0","1","1","0","0","2","2","0"
"142","4","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1--0----0--------------00","6","35","F","6","1101000120","1101000120","e1e0h0t0","-1--0---","-0","--------","------00","1","1","0","1","0","0","0","2","2","0"
"143","4","forall NODE0,NODE1. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1------0------0------00--","6","36","F","3","1001010120","1001010120","e1h0l0t0","-1------","0-","-----0--","----00--","1","0","0","1","0","1","0","2","2","0"
"144","4","forall NODE0,NODE1. ~ep_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1----00---------------00","6","35","F","6","1101000120","1101000120","e1e0h0t0","--1----0","0-","--------","------00","1","1","0","1","0","0","0","2","2","0"
"145","3","forall NODE0,NODE1. ~ep_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-----00--------------00","6","31","F","5","1001000120","1001000120","e1h0t0","--1-----","00","--------","------00","1","0","0","2","0","0","0","2","2","0"
"146","4","forall NODE0,NODE1. ~ep_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-----0--------0------00","6","36","F","3","1001010120","1001010120","e1h0l0t0","--1-----","0-","-------0","------00","1","0","0","1","0","1","0","2","2","0"
"147","4","forall NODE0,NODE1. ~locked_epoch2(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-------00-----1---------00","6","61","F","1","0101100120","0101100120","e0h0l1t0","-------0","0-","----1---","------00","0","1","0","1","1","0","0","2","2","0"
"148","3","forall NODE0,NODE1. ~locked_epoch2(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--------00----1---------00","6","62","F","1","0001100120","0001100120","h0l1t0","--------","00","----1---","------00","0","0","0","2","1","0","0","2","2","0"
"149","4","forall NODE0,NODE1. ~locked_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--------0-----1--0------00","6","63","F","1","0001110120","0001110120","h0l1l0t0","--------","0-","----1--0","------00","0","0","0","1","1","1","0","2","2","0"
"150","2","forall NODE0,NODE1. ~transfer_epoch3(NODE0) | ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | NODE0 = NODE1","8","00--00------------------1-","6","27","F","6","0100001020","0100001020","e0t1","00--00--","--","--------","------1-","0","4","0","0","0","0","1","0","2","0"
"151","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","0-000----------0----------","6","33","F","9","0100010020","0100010020","e0l0","0-000---","--","-----0--","--------","0","4","0","0","0","1","0","0","2","0"
"152","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","0-0-0---0------0----------","6","34","F","5","0101010020","0101010020","e0h0l0","0-0-0---","0-","-----0--","--------","0","3","0","1","0","1","0","0","2","0"
"153","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","0-0-0----------00---------","6","33","F","9","0100010020","0100010020","e0l0","0-0-0---","--","-----00-","--------","0","3","0","0","0","2","0","0","2","0"
"154","2","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","-000-0---------0----------","6","33","F","9","0100010020","0100010020","e0l0","-000-0--","--","-----0--","--------","0","4","0","0","0","1","0","0","2","0"
"155","3","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","8","-00--0--0------0----------","6","34","F","5","0101010020","0101010020","e0h0l0","-00--0--","0-","-----0--","--------","0","3","0","1","0","1","0","0","2","0"
"156","2","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","-00--0---------00---------","6","33","F","9","0100010020","0100010020","e0l0","-00--0--","--","-----00-","--------","0","3","0","0","0","2","0","0","2","0"
"157","3","forall NODE0,NODE1. ~ep_epoch0(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","1--------0------------0000","7","31","F","5","1001000120","1001000120","e1h0t0","1-------","-0","--------","----0000","1","0","0","1","0","0","0","4","2","0"
"158","4","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1----000-------------00--","7","35","F","6","1101000120","1101000120","e1e0h0t0","-1----00","0-","--------","----00--","1","2","0","1","0","0","0","2","2","0"
"159","4","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1----0-00------------00--","7","35","F","6","1101000120","1101000120","e1e0h0t0","-1----0-","00","--------","----00--","1","1","0","2","0","0","0","2","2","0"
"160","5","forall NODE0,NODE1. ~ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-1----0-0--------0----00--","7","64","F","1","1101010120","1101010120","e1e0h0l0t0","-1----0-","0-","-------0","----00--","1","1","0","1","0","1","0","2","2","0"
"161","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0)","4","000-000-------------------","3","5","E","4","e0","0100000001","e0","000-000-","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"162","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0)","4","00-000-0------------------","3","5","E","4","e0","0100000001","e0","00-000-0","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"163","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE0) | NODE0 = NODE1","9","00-000---0----------------","7","32","F","3","0101000020","0101000020","e0h0","00-000--","-0","--------","--------","0","5","0","1","0","0","0","0","2","0"
"164","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","00-000-----------0--------","7","33","F","9","0100010020","0100010020","e0l0","00-000--","--","-------0","--------","0","5","0","0","0","1","0","0","2","0"
"165","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0)","4","00--00--00----------------","3","6","E","3","e0h0","0101000001","e0h0","00--00--","00","--------","--------","0","4","0","2","0","0","0","0","0","1"
"166","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | held(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","9","00--00--0--------0--------","7","34","F","5","0101010020","0101010020","e0h0l0","00--00--","0-","-------0","--------","0","4","0","1","0","1","0","0","2","0"
"167","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch3(NODE0)","4","00--00----------00--------","3","7","E","5","e0l0","0100010001","e0l0","00--00--","--","------00","--------","0","4","0","0","0","2","0","0","0","1"
"168","1","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","4","0-000-00------------------","3","5","E","4","e0","0100000001","e0","0-000-00","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"169","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | held(NODE1) | NODE0 = NODE1","9","0-000-0--0----------------","7","32","F","3","0101000020","0101000020","e0h0","0-000-0-","-0","--------","--------","0","5","0","1","0","0","0","0","2","0"
"170","2","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","0-000-0----------0--------","7","33","F","9","0100010020","0100010020","e0l0","0-000-0-","--","-------0","--------","0","5","0","0","0","1","0","0","2","0"
"171","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | held(NODE0)","4","0-0-0-0-00----------------","3","6","E","3","e0h0","0101000001","e0h0","0-0-0-0-","00","--------","--------","0","4","0","2","0","0","0","0","0","1"
"172","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","0-0-0-0-0--------0--------","7","34","F","5","0101010020","0101010020","e0h0l0","0-0-0-0-","0-","-------0","--------","0","4","0","1","0","1","0","0","2","0"
"173","2","exists NODE0. ep_epoch0(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","0-0-0-0---------00--------","3","7","E","5","e0l0","0100010001","e0l0","0-0-0-0-","--","------00","--------","0","4","0","0","0","2","0","0","0","1"
"174","3","exists NODE0. ep_epoch0(NODE0) | held(NODE0) | transfer_epoch3(NODE0)","4","0---0---00--------------00","3","9","E","3","e0h0t0","0101000101","e0h0t0","0---0---","00","--------","------00","0","2","0","2","0","0","0","2","0","1"
"175","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE1) | held(NODE0) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","00-----00---------------00","7","37","F","8","0101000120","0101000120","e0h0t0","00-----0","0-","--------","------00","0","3","0","1","0","0","0","2","2","0"
"176","3","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","00------00--------------00","7","37","F","8","0101000120","0101000120","e0h0t0","00------","00","--------","------00","0","2","0","2","0","0","0","2","2","0"
"177","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","9","00------0--------0------00","7","38","F","24","0101010120","0101010120","e0h0l0t0","00------","0-","-------0","------00","0","2","0","1","0","1","0","2","2","0"
"178","4","forall NODE0,NODE1. ep_epoch0(NODE0) | ep_epoch2(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","0-0-----0------0------00--","7","38","F","24","0101010120","0101010120","e0h0l0t0","0-0-----","0-","-----0--","----00--","0","2","0","1","0","1","0","2","2","0"
"179","4","forall NODE0,NODE1. ep_epoch0(NODE0) | held(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","0-------0-----00------00--","7","38","F","24","0101010120","0101010120","e0h0l0t0","0-------","0-","----00--","----00--","0","1","0","1","0","2","0","2","2","0"
"180","1","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","4","-000-000------------------","3","5","E","4","e0","0100000001","e0","-000-000","--","--------","--------","0","6","0","0","0","0","0","0","0","1"
"181","2","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE0) | held(NODE1) | NODE0 = NODE1","9","-000-00--0----------------","7","32","F","3","0101000020","0101000020","e0h0","-000-00-","-0","--------","--------","0","5","0","1","0","0","0","0","2","0"
"182","2","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","-000-00----------0--------","7","33","F","9","0100010020","0100010020","e0l0","-000-00-","--","-------0","--------","0","5","0","0","0","1","0","0","2","0"
"183","2","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0)","4","-00--00-00----------------","3","6","E","3","e0h0","0101000001","e0h0","-00--00-","00","--------","--------","0","4","0","2","0","0","0","0","0","1"
"184","3","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","9","-00--00-0--------0--------","7","34","F","5","0101010020","0101010020","e0h0l0","-00--00-","0-","-------0","--------","0","4","0","1","0","1","0","0","2","0"
"185","2","exists NODE0. ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","4","-00--00---------00--------","3","7","E","5","e0l0","0100010001","e0l0","-00--00-","--","------00","--------","0","4","0","0","0","2","0","0","0","1"
"186","3","exists NODE0. ep_epoch1(NODE0) | held(NODE0) | transfer_epoch3(NODE0)","4","-0---0--00--------------00","3","9","E","3","e0h0t0","0101000101","e0h0t0","-0---0--","00","--------","------00","0","2","0","2","0","0","0","2","0","1"
"187","4","forall NODE0,NODE1. ep_epoch1(NODE0) | ep_epoch2(NODE1) | held(NODE1) | locked_epoch2(NODE0) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-0----0--0----0-------00--","7","38","F","24","0101010120","0101010120","e0h0l0t0","-0----0-","-0","----0---","----00--","0","2","0","1","0","1","0","2","2","0"
"188","4","forall NODE0,NODE1. ep_epoch1(NODE0) | held(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","9","-0-------0----00------00--","7","38","F","24","0101010120","0101010120","e0h0l0t0","-0------","-0","----00--","----00--","0","1","0","1","0","2","0","2","2","0"
"189","3","exists NODE0. ep_epoch2(NODE0) | held(NODE0) | transfer_epoch2(NODE0)","4","--0---0-00------------00--","3","9","E","3","e0h0t0","0101000101","e0h0t0","--0---0-","00","--------","----00--","0","2","0","2","0","0","0","2","0","1"
