"Orbit","SQI","qcost","Bit String","# literals","Group","Group Size","Sig"
"116","forall NODE1,NODE3,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE3) | ((NODE0 ~= NODE1 | NODE2 = NODE3 | NODE0 = NODE2 | NODE0 = NODE3) & (NODE1 ~= NODE3 | NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1) & (NODE1 ~= NODE2 | NODE0 = NODE3 | NODE0 = NODE1 | NODE1 = NODE3))","20","-1----0----------------0------------1--","16","121","2","1100011040"
"117","forall NODE1,NODE3,NODE0,NODE2. ~ep_epoch1(NODE0) | ~transfer_epoch3(NODE1) | locked_epoch2(NODE2) | locked_epoch2(NODE3) | ((NODE0 ~= NODE1 | NODE2 = NODE3 | NODE0 = NODE2 | NODE0 = NODE3) & (NODE1 ~= NODE2 | NODE0 = NODE3 | NODE0 = NODE1 | NODE1 = NODE3))","16","-1--------------------00------------1--","12","105","2","1000021040"
"118","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-00-------------------------------","5","35","3","1300000020"
"119","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","7","-1--0-0------0-------------------------","5","34","2","1201000020"
"120","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-0------------------0-------------","5","33","4","1200010020"
"121","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","-1--0-----0-----------0----------------","7","0","182","1200010030"
"122","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-1--0--0--------------0----------------","5","33","4","1200010020"
"123","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","-1--0--------0--------0----------------","5","0","182","1101010020"
"124","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","-1--0-----------------00---------------","7","48","2","1100020030"
"125","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-1--0-----------------0--0-------------","5","0","182","1100020020"
"126","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","--1----100-----------------------------","7","55","3","2200000030"
"127","forall NODE1. ~ep_epoch2(NODE1) | ~held(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","--1-0---0---1--------------------------","4","0","182","1210000011"
"128","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~held(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1))","12","--1-00------1--------------------------","9","52","3","1210000030"
"129","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","--1-----00---------------1-------------","7","51","5","1200100030"
"130","forall NODE1,NODE3,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch0(NODE3) | ((NODE1 ~= NODE2 | NODE0 = NODE3 | NODE0 = NODE1 | NODE1 = NODE3) & (NODE0 ~= NODE1 | NODE2 = NODE3 | NODE0 = NODE2 | NODE0 = NODE3))","16","--1-0---0---------------------------1--","12","106","5","1200001040"
"131","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 = NODE2 & NODE0 ~= NODE1) | (NODE0 = NODE1 & NODE0 = NODE2))","11","--1-00------------------------------1--","8","62","2","1200001030"
"132","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","--1-00-0-------------------------------","5","35","3","1300000020"
"133","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","--1-00-------0-------------------------","5","34","2","1201000020"
"134","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","--1-00-------------------0-------------","5","33","4","1200010020"
"135","forall NODE1. ~ep_epoch3(NODE1) | ~locked_epoch2(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","---10---0------------1-----------------","4","0","182","1200100011"
"136","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1))","12","---100---------------1-----------------","9","51","5","1200100030"
"137","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","---1000--------------------------------","5","35","3","1300000020"
"138","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","---100----------------0----------------","5","33","4","1200010020"
"139","forall NODE1. ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | (exists NODE0. (ep_epoch2(NODE0) & NODE0 ~= NODE1))","6","---1--0---0----------0-----------------","4","0","182","1200010011"
"140","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","---1--0--------------0-0---------------","7","48","2","1100020030"
"141","forall NODE1. ~ep_epoch3(NODE1) | locked_epoch2(NODE1) | (exists NODE0. (locked_epoch2(NODE0) & NODE0 ~= NODE1))","6","---1-----------------000---------------","4","0","182","1000030011"
"142","forall NODE1. ~held(NODE1) | ~locked_epoch2(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","----0---0---1--------1-----------------","4","0","182","0210100011"
"143","forall NODE1,NODE0,NODE2. ~held(NODE0) | ~locked_epoch2(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1))","12","----00------1--------1-----------------","9","0","182","0210100030"
"144","forall NODE1. ~held(NODE1) | ep_epoch3(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","---00---0---1--------------------------","4","0","182","0310000011"
"145","forall NODE1. ~held(NODE1) | locked_epoch3(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","----0---0---1-----------0--------------","4","0","182","0210010011"
"146","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----000-----1--------------------------","5","30","3","0310000020"
"147","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE0) | NODE0 = NODE1","7","---000------1--------------------------","5","30","3","0310000020"
"148","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----00------1---------0----------------","5","28","4","0210010020"
"149","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----00------1-----------0--------------","5","28","4","0210010020"
"150","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | ep_epoch3(NODE0) | NODE0 = NODE1","7","--000-------1--------------------------","5","30","3","0310000020"
"151","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","--0-0-------1-----------0--------------","5","28","4","0210010020"
"152","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch3(NODE0) | locked_epoch2(NODE0) | NODE0 = NODE1","7","---00-------1--------0-----------------","5","28","4","0210010020"
"153","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","7","----0-------1--------0--0--------------","5","0","182","0110020020"
"154","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","-000--------1--------------------------","4","0","182","0310000010"
"155","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","-00---------1-----------0--------------","4","14","2","0210010010"
"156","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","-0-0--------1--------0-----------------","4","14","2","0210010010"
"157","forall NODE0. ~held(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","-0----------1--------0--0--------------","4","0","182","0110020010"
"158","forall NODE1. ~locked_epoch2(NODE1) | ~locked_epoch3(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","----0---0------------1--1--------------","4","0","182","0200200011"
"159","forall NODE1,NODE0,NODE2. ~locked_epoch2(NODE0) | ~locked_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1))","12","----00---------------1--1--------------","9","0","182","0200200030"
"160","forall NODE1,NODE3,NODE0,NODE2. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch0(NODE3) | ((NODE1 ~= NODE2 | NODE0 = NODE3 | NODE0 = NODE1 | NODE1 = NODE3) & (NODE0 ~= NODE1 | NODE2 = NODE3 | NODE0 = NODE2 | NODE0 = NODE3))","16","----0---0------------1--------------1--","12","0","182","0200101040"
"161","forall NODE1,NODE0,NODE2. ~locked_epoch2(NODE0) | ~transfer_epoch3(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE0 = NODE2 & NODE0 ~= NODE1) | (NODE0 = NODE1 & NODE0 = NODE2))","11","----00---------------1--------------1--","8","0","182","0200101030"
"162","forall NODE1. ~locked_epoch2(NODE1) | ep_epoch2(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","--0-0---0------------1-----------------","4","0","182","0300100011"
"163","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE0) | NODE0 = NODE1","7","--0-00---------------1-----------------","5","29","3","0300100020"
"164","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","7","----00-0-------------1-----------------","5","29","3","0300100020"
"165","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","7","----00-------0-------1-----------------","5","0","182","0201100020"
"166","forall NODE1,NODE0. ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","7","----00---------------1---0-------------","5","27","2","0200110020"
"167","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","7","----000-----------------1--------------","5","29","3","0300100020"
"168","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","7","----00----------------0-1--------------","5","27","2","0200110020"
"169","forall NODE1. ~locked_epoch3(NODE1) | locked_epoch2(NODE1) | (exists NODE0. (ep_epoch2(NODE0) & NODE0 ~= NODE1))","6","------0---0----------0--1--------------","4","0","182","0200110011"
"170","forall NODE1,NODE0,NODE2. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","------0--------------0-01--------------","7","0","182","0100120030"
"171","forall NODE1,NODE0,NODE2. ~locked_epoch3(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","---------------------0001--------------","7","0","182","0000130030"
"172","forall NODE1,NODE0,NODE2. ~transfer_epoch2(NODE0) | ep_epoch1(NODE0) | ep_epoch1(NODE1) | ep_epoch1(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","10","-0---0---0-----------------------1-----","7","0","182","0300001030"
"173","forall NODE1. ~transfer_epoch3(NODE1) | ep_epoch0(NODE1) | (exists NODE0. (ep_epoch0(NODE0) & NODE0 ~= NODE1))","6","0---0---0---------------------------1--","4","20","2","0300001011"
"174","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1)","6","000---------------------------------1--","4","0","182","0300001020"
"175","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1)","6","00-------------------0--------------1--","4","0","182","0200011020"
"176","forall NODE1. ~transfer_epoch3(NODE1) | ep_epoch2(NODE1) | (exists NODE0. (ep_epoch2(NODE0) & NODE0 ~= NODE1))","6","--0---0---0-------------------------1--","4","20","2","0300001011"
"177","forall NODE1,NODE3,NODE0,NODE2. ~transfer_epoch3(NODE0) | ep_epoch2(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE3) | ((NODE0 ~= NODE1 | NODE2 = NODE3 | NODE0 = NODE2 | NODE0 = NODE3) & (NODE0 ~= NODE3 | NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1))","16","--0---0----------------0------------1--","12","0","182","0200011040"
"178","forall NODE1,NODE3,NODE0,NODE2. ~transfer_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | locked_epoch2(NODE3) | ((NODE0 ~= NODE2 | NODE0 = NODE3 | NODE0 = NODE1 | NODE1 = NODE3) & (NODE0 ~= NODE1 | NODE2 = NODE3 | NODE0 = NODE2 | NODE0 = NODE3))","16","--0-------------------00------------1--","12","0","182","0100021040"
"179","forall NODE1. ~transfer_epoch3(NODE1) | locked_epoch2(NODE1) | (exists NODE0. (locked_epoch2(NODE0) & NODE0 ~= NODE1))","6","---------------------000------------1--","4","0","182","0000031011"
"180","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | ep_epoch3(NODE0)","5","0000-----------------------------------","4","0","182","0400000010"
"181","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | held(NODE0)","5","000---------0--------------------------","4","0","182","0301000010"
"182","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE0) | locked_epoch3(NODE0)","5","000---------------------0--------------","4","15","2","0300010010"
"183","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | ep_epoch3(NODE0) | locked_epoch2(NODE0)","5","00-0-----------------0-----------------","4","15","2","0300010010"
"184","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE0)","5","00----------0--------0-----------------","4","0","182","0201010010"
"185","forall NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch3(NODE0)","5","00-------------------0--0--------------","4","0","182","0200020010"
"186","forall NODE1. ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | (exists NODE0. (~ep_epoch0(NODE0) & NODE0 ~= NODE1))","7","1---1----000---------------------------","5","0","182","2300000011"
"187","forall NODE1. ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE1) | (exists NODE0. (~ep_epoch0(NODE0) & NODE0 ~= NODE1))","7","1---1----00---0------------------------","5","0","182","2201000011"
"188","forall NODE1. ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | (exists NODE0. (~ep_epoch0(NODE0) & NODE0 ~= NODE1))","7","1---1----00---------------0------------","5","0","182","2200010011"
"189","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~held(NODE1) | ep_epoch0(NODE2) | ep_epoch2(NODE2) | locked_epoch2(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","1-------0-0--1--------0----------------","8","64","2","1210010030"
"190","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~held(NODE1) | ep_epoch0(NODE2) | locked_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","1-------0----1--------00---------------","8","61","2","1110020030"
"191","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~held(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","1----0----0--1--------0----------------","8","64","2","1210010030"
"192","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ~held(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","1----0-------1--------00---------------","8","61","2","1110020030"
"193","forall NODE1. ~ep_epoch0(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | locked_epoch2(NODE0)) & NODE0 ~= NODE1))","6","1---0---0-------------00---------------","4","24","5","1200020011"
"194","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","1---00----0-----------0----------------","8","65","4","1300010030"
"195","forall NODE1,NODE0,NODE2. ~ep_epoch0(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","1---00----------------00---------------","8","0","182","1200020030"
"196","forall NODE1. ~ep_epoch0(NODE1) | (exists NODE0. ((ep_epoch1(NODE0) | locked_epoch2(NODE0)) & NODE0 ~= NODE1))","6","1----0---0------------00---------------","4","24","5","1200020011"
"197","forall NODE1. ~ep_epoch1(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch2(NODE0)) & NODE0 ~= NODE1))","6","-1--0-0-0-0----------------------------","4","26","6","1400000011"
"198","forall NODE1. ~ep_epoch1(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch3(NODE0)) & NODE0 ~= NODE1))","6","-1--0--00--0---------------------------","4","26","6","1400000011"
"199","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | ep_epoch3(NODE2) | held(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","-1--0--00-----0------------------------","8","66","2","1301000030"
"200","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | ep_epoch3(NODE1) | locked_epoch3(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","-1--0--00-----------------0------------","8","65","4","1300010030"
"201","forall NODE1. ~ep_epoch1(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | held(NODE0)) & NODE0 ~= NODE1))","6","-1--0---0----00------------------------","4","25","2","1202000011"
"202","forall NODE1,NODE0,NODE2. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | held(NODE1) | locked_epoch3(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","-1--0---0----0------------0------------","8","63","2","1201010030"
"203","forall NODE1. ~ep_epoch1(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | locked_epoch3(NODE0)) & NODE0 ~= NODE1))","6","-1--0---0----------------00------------","4","24","5","1200020011"
"204","forall NODE1. ~ep_epoch2(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch1(NODE0)) & NODE0 ~= NODE1))","6","--1-00--00-----------------------------","4","26","6","1400000011"
"205","forall NODE1. ~ep_epoch2(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch3(NODE0)) & NODE0 ~= NODE1))","6","--1-0--00--0---------------------------","4","26","6","1400000011"
"206","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | ep_epoch3(NODE2) | held(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","--1-0--00-----0------------------------","8","66","2","1301000030"
"207","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | ep_epoch3(NODE1) | locked_epoch3(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","--1-0--00-----------------0------------","8","65","4","1300010030"
"208","forall NODE1. ~ep_epoch2(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | held(NODE0)) & NODE0 ~= NODE1))","6","--1-0---0----00------------------------","4","25","2","1202000011"
"209","forall NODE1,NODE0,NODE2. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | held(NODE1) | locked_epoch3(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","--1-0---0----0------------0------------","8","63","2","1201010030"
"210","forall NODE1. ~ep_epoch2(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | locked_epoch3(NODE0)) & NODE0 ~= NODE1))","6","--1-0---0----------------00------------","4","24","5","1200020011"
"211","forall NODE1. ~ep_epoch3(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch1(NODE0)) & NODE0 ~= NODE1))","6","---100--00-----------------------------","4","26","6","1400000011"
"212","forall NODE1. ~ep_epoch3(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch2(NODE0)) & NODE0 ~= NODE1))","6","---10-0-0-0----------------------------","4","26","6","1400000011"
"213","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","---10-0-0--------------0---------------","8","65","4","1300010030"
"214","forall NODE1. ~ep_epoch3(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | locked_epoch2(NODE0)) & NODE0 ~= NODE1))","6","---10---0-------------00---------------","4","24","5","1200020011"
"215","forall NODE1. ~held(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch1(NODE0)) & NODE0 ~= NODE1))","6","----00--00--1--------------------------","4","22","2","0410000011"
"216","forall NODE1. ~held(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch2(NODE0)) & NODE0 ~= NODE1))","6","----0-0-0-0-1--------------------------","4","22","2","0410000011"
"217","forall NODE1,NODE0,NODE2. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch0(NODE2) | ep_epoch2(NODE2) | locked_epoch2(NODE1) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","----0-0-0---1----------0---------------","8","59","2","0310010030"
"218","forall NODE1. ~held(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | locked_epoch2(NODE0)) & NODE0 ~= NODE1))","6","----0---0---1---------00---------------","4","0","182","0210020011"
"219","forall NODE1,NODE0,NODE2. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE0) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","----0-0---0-1--------0-----------------","8","59","2","0310010030"
"220","forall NODE1,NODE3,NODE0,NODE2. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE2) | locked_epoch2(NODE0) | locked_epoch2(NODE3) | ((NODE1 ~= NODE2 | NODE0 = NODE3 | NODE0 = NODE1 | NODE1 = NODE3) & (NODE1 ~= NODE3 | NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1))","17","----0-0-----1--------0-0---------------","13","0","182","0210020040"
"221","forall NODE1,NODE0,NODE2. ~held(NODE0) | ep_epoch0(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","----0-------1--------000---------------","8","0","182","0110030030"
"222","forall NODE1. ~held(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | (exists NODE0. (ep_epoch2(NODE0) & NODE0 ~= NODE1))","7","-0----0---0-1--------0-----------------","5","0","182","0310010011"
"223","forall NODE1,NODE0,NODE2. ~held(NODE0) | ep_epoch1(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch2(NODE2) | (NODE0 = NODE2 | NODE1 = NODE2 | NODE0 = NODE1)","11","-0----0-----1--------0-0---------------","8","0","182","0210020030"
"224","forall NODE1. ~held(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | (exists NODE0. (locked_epoch2(NODE0) & NODE0 ~= NODE1))","7","-0----------1--------000---------------","5","0","182","0110030011"
"225","forall NODE1. ~locked_epoch2(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch1(NODE0)) & NODE0 ~= NODE1))","6","----00--00-----------1-----------------","4","21","4","0400100011"
"226","forall NODE1. ~locked_epoch2(NODE1) | (exists NODE0. ((ep_epoch0(NODE0) | ep_epoch3(NODE0)) & NODE0 ~= NODE1))","6","----0--00--0---------1-----------------","4","21","4","0400100011"
