"Orbit","pattern","SQI","qcost","Bit String","# literals","Group","Group Type","Group Size","Sig","Number sig","Literal sig","ep","held","locked","transfer","#ep=1","#ep=0","#held=1","#held=0","#locked=1","#locked=0","#transfer=1","#transfer=0","#forall","#exists"
"202","3","forall NODE1,NODE0. ~locked_epoch3(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch4(NODE1) | NODE0 = NODE1","7","-------0--------0-1--0----------","5","51","F","27","0100110020","0100110020","e0l1l0","-------0--","--","----0-1--0","----------","0","1","0","0","1","2","0","0","2","0"
"203","3","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE0) | NODE0 = NODE1","7","-------00-------0---1-----------","5","51","F","27","0100110020","0100110020","e0l1l0","-------00-","--","----0---1-","----------","0","2","0","0","1","1","0","0","2","0"
"204","3","forall NODE1,NODE0. ~locked_epoch4(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","7","-------0--------0--01-----------","5","51","F","27","0100110020","0100110020","e0l1l0","-------0--","--","----0--01-","----------","0","1","0","0","1","2","0","0","2","0"
"205","2","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1)","6","000-------------------------1---","4","27","F","9","0100001020","0100001020","e0t1","000-------","--","----------","------1---","0","3","0","0","0","0","1","0","2","0"
"206","3","forall NODE1,NODE0. ~transfer_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1)","6","00--------------0-----------1---","4","58","F","4","0100011020","0100011020","e0l0t1","00--------","--","----0-----","------1---","0","2","0","0","0","1","1","0","2","0"
"207","3","forall NODE1,NODE0,NODE2. ~transfer_epoch4(NODE0) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE2) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","11","--00-------------0------------1-","8","53","F","5","0100011030","0100011030","e0l0t1","--00------","--","-----0----","--------1-","0","2","0","0","0","1","1","0","3","0"
"208","3","forall NODE1,NODE0,NODE2. ~transfer_epoch4(NODE0) | ep_epoch2(NODE1) | locked_epoch2(NODE2) | locked_epoch3(NODE1) | ((NODE0 ~= NODE1 | NODE0 = NODE2) & (NODE0 ~= NODE2 | NODE0 = NODE1))","11","--0--------------00-----------1-","8","53","F","5","0100011030","0100011030","e0l0t1","--0-------","--","-----00---","--------1-","0","1","0","0","0","2","1","0","3","0"
"209","2","exists NODE0. ep_epoch0(NODE0) | locked_epoch2(NODE0)","3","0----0----------00--------------","2","7","E","9","e0l0","0100010001","e0l0","0----0----","--","----00----","----------","0","2","0","0","0","2","0","0","0","1"
"210","2","forall NODE1,NODE0. ep_epoch0(NODE0) | ep_epoch1(NODE0) | locked_epoch2(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","7","00--------------00--------------","5","33","F","35","0100010020","0100010020","e0l0","00--------","--","----00----","----------","0","2","0","0","0","2","0","0","2","0"
"211","2","exists NODE0. ep_epoch1(NODE0) | locked_epoch2(NODE0)","3","-0----0---------00--------------","2","7","E","9","e0l0","0100010001","e0l0","-0----0---","--","----00----","----------","0","2","0","0","0","2","0","0","0","1"
"212","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch1(NODE1) | held(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1-----1----0--------------00----","6","31","F","9","1001000120","1001000120","e1h0t0","1-----1---","-0","----------","----00----","2","0","0","1","0","0","0","2","2","0"
"213","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","1------1---0----------------00--","6","31","F","9","1001000120","1001000120","e1h0t0","1------1--","-0","----------","------00--","2","0","0","1","0","0","0","2","2","0"
"214","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~ep_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","1-------1--0------------------00","6","31","F","9","1001000120","1001000120","e1h0t0","1-------1-","-0","----------","--------00","2","0","0","1","0","0","0","2","2","0"
"215","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","1----------0-------1----------00","6","60","F","5","1001100120","1001100120","e1h0l1t0","1---------","-0","-------1--","--------00","1","0","0","1","1","0","0","2","2","0"
"216","2","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","1-----0000----------------------","6","17","F","5","1100000020","1100000020","e1e0","1-----0000","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"217","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | NODE0 = NODE1","8","1-----000--0--------------------","6","18","F","4","1101000020","1101000020","e1e0h0","1-----000-","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"218","3","forall NODE1,NODE0. ~ep_epoch0(NODE0) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","1-----000------------0----------","6","19","F","19","1100010020","1100010020","e1e0l0","1-----000-","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"219","4","forall NODE1,NODE0. ~ep_epoch0(NODE0) | held(NODE1) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","1----------0-----0--------00----","6","36","F","6","1001010120","1001010120","e1h0l0t0","1---------","-0","-----0----","----00----","1","0","0","1","0","1","0","2","2","0"
"220","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch2(NODE1) | held(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","-1-----1---0----------------00--","6","31","F","9","1001000120","1001000120","e1h0t0","-1-----1--","-0","----------","------00--","2","0","0","1","0","0","0","2","2","0"
"221","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~ep_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","-1------1--0------------------00","6","31","F","9","1001000120","1001000120","e1h0t0","-1------1-","-0","----------","--------00","2","0","0","1","0","0","0","2","2","0"
"222","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","-1-----000-1--------------------","6","20","F","6","1110000020","1110000020","e1e0h1","-1-----000","-1","----------","----------","1","3","1","0","0","0","0","0","2","0"
"223","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~held(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","-1-----00--1---------0----------","6","55","F","5","1110010020","1110010020","e1e0h1l0","-1-----00-","-1","---------0","----------","1","2","1","0","0","1","0","0","2","0"
"224","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","-1---------0-------1----------00","6","60","F","5","1001100120","1001100120","e1h0l1t0","-1--------","-0","-------1--","--------00","1","0","0","1","1","0","0","2","2","0"
"225","2","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","-1---0-000----------------------","6","17","F","5","1100000020","1100000020","e1e0","-1---0-000","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"226","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | held(NODE1) | NODE0 = NODE1","8","-1---0-00--0--------------------","6","18","F","4","1101000020","1101000020","e1e0h0","-1---0-00-","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"227","3","forall NODE1,NODE0. ~ep_epoch1(NODE0) | ep_epoch0(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","-1---0-00------------0----------","6","19","F","19","1100010020","1100010020","e1e0l0","-1---0-00-","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"228","4","forall NODE1,NODE0. ~ep_epoch1(NODE0) | held(NODE0) | locked_epoch2(NODE1) | transfer_epoch2(NODE0) | transfer_epoch2(NODE1) | NODE0 = NODE1","8","-1--------0------0--------00----","6","36","F","6","1001010120","1001010120","e1h0l0t0","-1--------","0-","-----0----","----00----","1","0","0","1","0","1","0","2","2","0"
"229","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~ep_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","--1-----1--0------------------00","6","31","F","9","1001000120","1001000120","e1h0t0","--1-----1-","-0","----------","--------00","2","0","0","1","0","0","0","2","2","0"
"230","4","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ~locked_epoch3(NODE1) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","--1--------0-------1----------00","6","60","F","5","1001100120","1001100120","e1h0l1t0","--1-------","-0","-------1--","--------00","1","0","0","1","1","0","0","2","2","0"
"231","2","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","--1--00-00----------------------","6","17","F","5","1100000020","1100000020","e1e0","--1--00-00","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"232","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | held(NODE1) | NODE0 = NODE1","8","--1--00-0--0--------------------","6","18","F","4","1101000020","1101000020","e1e0h0","--1--00-0-","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"233","3","forall NODE1,NODE0. ~ep_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","--1--00-0------------0----------","6","19","F","19","1100010020","1100010020","e1e0l0","--1--00-0-","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"234","4","forall NODE1,NODE0. ~ep_epoch2(NODE0) | held(NODE0) | locked_epoch3(NODE1) | transfer_epoch3(NODE0) | transfer_epoch3(NODE1) | NODE0 = NODE1","8","--1-------0--------0--------00--","6","36","F","6","1001010120","1001010120","e1h0l0t0","--1-------","0-","-------0--","------00--","1","0","0","1","0","1","0","2","2","0"
"235","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","8","---1-00---1-----1---------------","6","66","F","2","1110100020","1110100020","e1e0h1l1","---1-00---","1-","----1-----","----------","1","2","1","0","1","0","0","0","2","0"
"236","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","8","---1-000--1---------------------","6","20","F","6","1110000020","1110000020","e1e0h1","---1-000--","1-","----------","----------","1","3","1","0","0","0","0","0","2","0"
"237","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","---1-00---1------0--------------","6","55","F","5","1110010020","1110010020","e1e0h1l0","---1-00---","1-","-----0----","----------","1","2","1","0","0","1","0","0","2","0"
"238","4","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---1-00---------1-------------1-","9","67","F","2","1100101030","1100101030","e1e0l1t1","---1-00---","--","----1-----","--------1-","1","2","0","0","1","0","1","0","3","0"
"239","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","---1-00--0------1---------------","6","45","F","8","1100100020","1100100020","e1e0l1","---1-00--0","--","----1-----","----------","1","3","0","0","1","0","0","0","2","0"
"240","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | NODE0 = NODE1","8","---1-00----0----1---------------","6","68","F","2","1101100020","1101100020","e1e0h0l1","---1-00---","-0","----1-----","----------","1","2","0","1","1","0","0","0","2","0"
"241","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","---1-00---------1----0----------","6","65","F","8","1100110020","1100110020","e1e0l1l0","---1-00---","--","----1----0","----------","1","2","0","0","1","1","0","0","2","0"
"242","3","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | ep_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---1-000----------------------1-","9","16","F","9","1100001030","1100001030","e1e0t1","---1-000--","--","----------","--------1-","1","3","0","0","0","0","1","0","3","0"
"243","4","forall NODE1,NODE0,NODE2. ~ep_epoch3(NODE0) | ~transfer_epoch4(NODE1) | ep_epoch0(NODE2) | ep_epoch1(NODE2) | locked_epoch2(NODE2) | ((NODE1 ~= NODE2 | NODE0 = NODE1) & (NODE0 ~= NODE1 | NODE0 = NODE2))","12","---1-00----------0------------1-","9","69","F","2","1100011030","1100011030","e1e0l0t1","---1-00---","--","-----0----","--------1-","1","2","0","0","0","1","1","0","3","0"
"244","2","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE1) | NODE0 = NODE1","8","---1-000-0----------------------","6","17","F","5","1100000020","1100000020","e1e0","---1-000-0","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"245","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | held(NODE1) | NODE0 = NODE1","8","---1-000---0--------------------","6","18","F","4","1101000020","1101000020","e1e0h0","---1-000--","-0","----------","----------","1","3","0","1","0","0","0","0","2","0"
"246","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","---1-000-------------0----------","6","19","F","19","1100010020","1100010020","e1e0l0","---1-000--","--","---------0","----------","1","3","0","0","0","1","0","0","2","0"
"247","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","---1-00--0-------0--------------","6","19","F","19","1100010020","1100010020","e1e0l0","---1-00--0","--","-----0----","----------","1","3","0","0","0","1","0","0","2","0"
"248","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | held(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","---1-00----0-----0--------------","6","70","F","2","1101010020","1101010020","e1e0h0l0","---1-00---","-0","-----0----","----------","1","2","0","1","0","1","0","0","2","0"
"249","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE1) | NODE0 = NODE1","8","---1-00----------0---0----------","6","19","F","19","1100010020","1100010020","e1e0l0","---1-00---","--","-----0---0","----------","1","2","0","0","0","2","0","0","2","0"
"250","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | ep_epoch4(NODE1) | held(NODE0) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","---1-----00-------------------00","6","35","F","17","1101000120","1101000120","e1e0h0t0","---1-----0","0-","----------","--------00","1","1","0","1","0","0","0","2","2","0"
"251","3","forall NODE1,NODE0. ~ep_epoch3(NODE0) | held(NODE0) | held(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","---1------00------------------00","6","31","F","9","1001000120","1001000120","e1h0t0","---1------","00","----------","--------00","1","0","0","2","0","0","0","2","2","0"
"252","4","forall NODE1,NODE0. ~ep_epoch3(NODE0) | held(NODE0) | locked_epoch4(NODE1) | transfer_epoch4(NODE0) | transfer_epoch4(NODE1) | NODE0 = NODE1","8","---1------0----------0--------00","6","36","F","6","1001010120","1001010120","e1h0l0t0","---1------","0-","---------0","--------00","1","0","0","1","0","1","0","2","2","0"
"253","3","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","8","----100---------1-1-------------","6","45","F","8","1100100020","1100100020","e1e0l1","----100---","--","----1-1---","----------","1","2","0","0","2","0","0","0","2","0"
"254","3","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","----100-0-------1---------------","6","45","F","8","1100100020","1100100020","e1e0l1","----100-0-","--","----1-----","----------","1","3","0","0","1","0","0","0","2","0"
"255","4","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----100---------1--0------------","6","65","F","8","1100110020","1100110020","e1e0l1l0","----100---","--","----1--0--","----------","1","2","0","0","1","1","0","0","2","0"
"256","3","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","8","----1000----------1-------------","6","45","F","8","1100100020","1100100020","e1e0l1","----1000--","--","------1---","----------","1","3","0","0","1","0","0","0","2","0"
"257","4","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","----100----------01-------------","6","65","F","8","1100110020","1100110020","e1e0l1l0","----100---","--","-----01---","----------","1","2","0","0","1","1","0","0","2","0"
"258","2","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","----10000-----------------------","6","17","F","5","1100000020","1100000020","e1e0","----10000-","--","----------","----------","1","4","0","0","0","0","0","0","2","0"
"259","3","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----1000-----------0------------","6","19","F","19","1100010020","1100010020","e1e0l0","----1000--","--","-------0--","----------","1","3","0","0","0","1","0","0","2","0"
"260","3","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","----100-0--------0--------------","6","19","F","19","1100010020","1100010020","e1e0l0","----100-0-","--","-----0----","----------","1","3","0","0","0","1","0","0","2","0"
"261","3","forall NODE1,NODE0. ~ep_epoch4(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","----100----------0-0------------","6","19","F","19","1100010020","1100010020","e1e0l0","----100---","--","-----0-0--","----------","1","2","0","0","0","2","0","0","2","0"
"262","3","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | NODE0 = NODE1","8","-----00---1-----1-1-------------","6","46","F","10","0110100020","0110100020","e0h1l1","-----00---","1-","----1-1---","----------","0","2","1","0","2","0","0","0","2","0"
"263","3","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","-----00-0-1-----1---------------","6","46","F","10","0110100020","0110100020","e0h1l1","-----00-0-","1-","----1-----","----------","0","3","1","0","1","0","0","0","2","0"
"264","3","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE0) | NODE0 = NODE1","8","----000---1-----1---------------","6","46","F","10","0110100020","0110100020","e0h1l1","----000---","1-","----1-----","----------","0","3","1","0","1","0","0","0","2","0"
"265","4","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","-----00---1-----1--0------------","6","71","F","9","0110110020","0110110020","e0h1l1l0","-----00---","1-","----1--0--","----------","0","2","1","0","1","1","0","0","2","0"
"266","4","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch2(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch4(NODE0) | NODE0 = NODE1","8","-----00---1-----1---0-----------","6","71","F","9","0110110020","0110110020","e0h1l1l0","-----00---","1-","----1---0-","----------","0","2","1","0","1","1","0","0","2","0"
"267","3","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | NODE0 = NODE1","8","-----000--1-------1-------------","6","46","F","10","0110100020","0110100020","e0h1l1","-----000--","1-","------1---","----------","0","3","1","0","1","0","0","0","2","0"
"268","4","forall NODE1,NODE0. ~held(NODE0) | ~locked_epoch3(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","-----00---1------01-------------","6","71","F","9","0110110020","0110110020","e0h1l1l0","-----00---","1-","-----01---","----------","0","2","1","0","1","1","0","0","2","0"
"269","2","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch3(NODE1) | NODE0 = NODE1","8","-----0000-1---------------------","6","22","F","4","0110000020","0110000020","e0h1","-----0000-","1-","----------","----------","0","4","1","0","0","0","0","0","2","0"
"270","2","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | ep_epoch4(NODE0) | NODE0 = NODE1","8","----0000--1---------------------","6","22","F","4","0110000020","0110000020","e0h1","----0000--","1-","----------","----------","0","4","1","0","0","0","0","0","2","0"
"271","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","-----000--1--------0------------","6","23","F","36","0110010020","0110010020","e0h1l0","-----000--","1-","-------0--","----------","0","3","1","0","0","1","0","0","2","0"
"272","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch2(NODE1) | locked_epoch4(NODE0) | NODE0 = NODE1","8","-----000--1---------0-----------","6","23","F","36","0110010020","0110010020","e0h1l0","-----000--","1-","--------0-","----------","0","3","1","0","0","1","0","0","2","0"
"273","2","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE0) | ep_epoch4(NODE0) | NODE0 = NODE1","8","---0000---1---------------------","6","22","F","4","0110000020","0110000020","e0h1","---0000---","1-","----------","----------","0","4","1","0","0","0","0","0","2","0"
"274","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE0) | locked_epoch4(NODE0) | NODE0 = NODE1","8","---0-00---1---------0-----------","6","23","F","36","0110010020","0110010020","e0h1l0","---0-00---","1-","--------0-","----------","0","3","1","0","0","1","0","0","2","0"
"275","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch2(NODE1) | NODE0 = NODE1","8","-----00-0-1------0--------------","6","23","F","36","0110010020","0110010020","e0h1l0","-----00-0-","1-","-----0----","----------","0","3","1","0","0","1","0","0","2","0"
"276","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch3(NODE1) | locked_epoch3(NODE0) | NODE0 = NODE1","8","-----00-0-1-------0-------------","6","23","F","36","0110010020","0110010020","e0h1l0","-----00-0-","1-","------0---","----------","0","3","1","0","0","1","0","0","2","0"
"277","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE0) | locked_epoch2(NODE1) | NODE0 = NODE1","8","----000---1------0--------------","6","23","F","36","0110010020","0110010020","e0h1l0","----000---","1-","-----0----","----------","0","3","1","0","0","1","0","0","2","0"
"278","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | ep_epoch4(NODE0) | locked_epoch3(NODE0) | NODE0 = NODE1","8","----000---1-------0-------------","6","23","F","36","0110010020","0110010020","e0h1l0","----000---","1-","------0---","----------","0","3","1","0","0","1","0","0","2","0"
"279","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch3(NODE1) | NODE0 = NODE1","8","-----00---1------0-0------------","6","23","F","36","0110010020","0110010020","e0h1l0","-----00---","1-","-----0-0--","----------","0","2","1","0","0","2","0","0","2","0"
"280","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch2(NODE1) | locked_epoch4(NODE0) | NODE0 = NODE1","8","-----00---1------0--0-----------","6","23","F","36","0110010020","0110010020","e0h1l0","-----00---","1-","-----0--0-","----------","0","2","1","0","0","2","0","0","2","0"
"281","3","forall NODE1,NODE0. ~held(NODE0) | ep_epoch0(NODE1) | ep_epoch1(NODE1) | locked_epoch3(NODE0) | locked_epoch3(NODE1) | NODE0 = NODE1","8","-----00---1-------00------------","6","23","F","36","0110010020","0110010020","e0h1l0","-----00---","1-","------00--","----------","0","2","1","0","0","2","0","0","2","0"
